character_1,character_2,count
Korps-Leutnant Omar Hawk,Folger Tashit,1
Pawel Kotranow,Folger Tashit,1
Major Ez Hattinger,Folger Tashit,1
Folger Tashit,Folger Tashit,1
Tong-Jaho,Folger Tashit,1
Sherlock,Tong-Jaho,1
Korps-Leutnant Omar Hawk,Tong-Jaho,1
Pawel Kotranow,Tong-Jaho,1
Major Ez Hattinger,Tong-Jaho,1
Folger Tashit,Tong-Jaho,1
Tong-Jaho,Tong-Jaho,1
Perry Rhodan,Ascari da Vivo,16
Reginald Bull,Ascari da Vivo,6
Gucky,Ascari da Vivo,2
Icho Tolot,Ascari da Vivo,1
Bré Tsinga,Ascari da Vivo,1
Benjameen da Jacinta,Ascari da Vivo,2
Noviel Residor,Ascari da Vivo,1
Tess Qumisha,Ascari da Vivo,2
Rock Mozun,Ascari da Vivo,1
Pearl TenWafer,Ascari da Vivo,1
Bostich I.,Ascari da Vivo,2
Ascari da Vivo,Ascari da Vivo,24
Trah Rogue,Ascari da Vivo,1
Roxo Quatron,Ascari da Vivo,3
Zim November,Ascari da Vivo,2
Kattisch Melchya,Ascari da Vivo,1
Trerok,Ascari da Vivo,2
Kal da Quertamagin,Ascari da Vivo,1
Eshmatay Amgen,Ascari da Vivo,1
Trah Zebuck,Ascari da Vivo,2
Ktacha Oharte,Ascari da Vivo,1
Bleu Cefu,Ascari da Vivo,1
Cheplin,Ascari da Vivo,2
Vaikiri,Ascari da Vivo,1
Susa,Ascari da Vivo,1
Chiru Euping,Ascari da Vivo,2
Poson,Ascari da Vivo,1
Troym LeCaro,Ascari da Vivo,2
CAUSIO,Ascari da Vivo,1
Twinny Argolis,Ascari da Vivo,1
Prak-Noy,Ascari da Vivo,1
Qertan,Ascari da Vivo,3
Paton Qerah,Ascari da Vivo,1
Rintacha Sahin,Ascari da Vivo,1
Eifage Agehr,Ascari da Vivo,1
Sickz Uknadi,Ascari da Vivo,1
Anguela,Ascari da Vivo,3
Fian DeGater,Ascari da Vivo,1
Jo Vampuce,Ascari da Vivo,1
Marmock Tecot,Ascari da Vivo,1
Will Agott,Ascari da Vivo,1
Kantiran,Ascari da Vivo,6
Shallowain,Ascari da Vivo,1
Mal Detair,Ascari da Vivo,4
Ranjif Pragesh,Ascari da Vivo,1
Malcolm S. Daellian,Ascari da Vivo,2
Bekkeran,Ascari da Vivo,1
Hytath,Ascari da Vivo,1
Timm Kammschott,Ascari da Vivo,1
Perry Rhodan,Trah Rogue,2
Reginald Bull,Trah Rogue,1
Bré Tsinga,Trah Rogue,1
Monkey,Trah Rogue,2
Noviel Residor,Trah Rogue,2
Ascari da Vivo,Trah Rogue,1
Trah Rogue,Trah Rogue,4
Tiki,Trah Rogue,1
Smarto Kim,Trah Rogue,1
Tiver,Trah Rogue,1
Vemberey,Trah Rogue,1
Tom Abertin,Trah Rogue,1
Perry Rhodan,Roxo Quatron,3
Reginald Bull,Roxo Quatron,1
Gucky,Roxo Quatron,2
Ascari da Vivo,Roxo Quatron,3
Roxo Quatron,Roxo Quatron,6
Itchi Cultega,Roxo Quatron,1
Vett Burmer,Roxo Quatron,1
Kiv Aaterstam,Roxo Quatron,1
Wixelhirnz,Roxo Quatron,1
Zim November,Roxo Quatron,1
Kattisch Melchya,Roxo Quatron,1
Trerok,Roxo Quatron,1
Kal da Quertamagin,Roxo Quatron,1
Trah Zebuck,Roxo Quatron,2
Ktacha Oharte,Roxo Quatron,1
Sha Mentsa,Roxo Quatron,1
Humphrey Parrot,Roxo Quatron,1
Roxo Quatron,Itchi Cultega,1
Itchi Cultega,Itchi Cultega,1
Vett Burmer,Itchi Cultega,1
Kiv Aaterstam,Itchi Cultega,1
Wixelhirnz,Itchi Cultega,1
Roxo Quatron,Vett Burmer,1
Itchi Cultega,Vett Burmer,1
Vett Burmer,Vett Burmer,1
Kiv Aaterstam,Vett Burmer,1
Wixelhirnz,Vett Burmer,1
Roxo Quatron,Kiv Aaterstam,1
Itchi Cultega,Kiv Aaterstam,1
Vett Burmer,Kiv Aaterstam,1
Kiv Aaterstam,Kiv Aaterstam,1
Wixelhirnz,Kiv Aaterstam,1
Roxo Quatron,Wixelhirnz,1
Itchi Cultega,Wixelhirnz,1
Vett Burmer,Wixelhirnz,1
Kiv Aaterstam,Wixelhirnz,1
Wixelhirnz,Wixelhirnz,1
Perry Rhodan,Tiki,1
Trah Rogue,Tiki,1
Tiki,Tiki,1
Smarto Kim,Tiki,1
Tiver,Tiki,1
Vemberey,Tiki,1
Perry Rhodan,Smarto Kim,1
Trah Rogue,Smarto Kim,1
Tiki,Smarto Kim,1
Smarto Kim,Smarto Kim,1
Tiver,Smarto Kim,1
Vemberey,Smarto Kim,1
Perry Rhodan,Tiver,1
Trah Rogue,Tiver,1
Tiki,Tiver,1
Smarto Kim,Tiver,1
Tiver,Tiver,1
Vemberey,Tiver,1
Perry Rhodan,Vemberey,1
Trah Rogue,Vemberey,1
Tiki,Vemberey,1
Smarto Kim,Vemberey,1
Tiver,Vemberey,1
Vemberey,Vemberey,1
Perry Rhodan,Zim November,4
Gucky,Zim November,3
Benjameen da Jacinta,Zim November,2
Tess Qumisha,Zim November,1
Rock Mozun,Zim November,1
Pearl TenWafer,Zim November,1
Ascari da Vivo,Zim November,2
Roxo Quatron,Zim November,1
Zim November,Zim November,10
Trerok,Zim November,2
Trah Zebuck,Zim November,2
Cheplin,Zim November,2
Aherrn Roa,Zim November,2
Grek-665 1/2,Zim November,1
Garonn,Zim November,1
Sickz Uknadi,Zim November,2
Ohl Tulpo,Zim November,1
Raye Corona,Zim November,3
VAIA,Zim November,1
Jo Vampuce,Zim November,2
Marmock Tecot,Zim November,1
Will Agott,Zim November,1
Perry Rhodan,Kattisch Melchya,1
Gucky,Kattisch Melchya,1
Ascari da Vivo,Kattisch Melchya,1
Roxo Quatron,Kattisch Melchya,1
Kattisch Melchya,Kattisch Melchya,1
Benjameen da Jacinta,Liktus Boi,1
Tess Qumisha,Liktus Boi,1
Harun al Kharud,Liktus Boi,1
Liktus Boi,Liktus Boi,1
Scharanay,Liktus Boi,1
Benjameen da Jacinta,Scharanay,1
Tess Qumisha,Scharanay,1
Harun al Kharud,Scharanay,1
Liktus Boi,Scharanay,1
Scharanay,Scharanay,1
Benjameen da Jacinta,Zo Rakmynt,1
Tess Qumisha,Zo Rakmynt,1
Zo Rakmynt,Zo Rakmynt,1
Pamas Kaquant,Zo Rakmynt,1
Filk Zimber,Zo Rakmynt,1
Keyzer Han,Zo Rakmynt,1
Benjameen da Jacinta,Pamas Kaquant,1
Tess Qumisha,Pamas Kaquant,1
Zo Rakmynt,Pamas Kaquant,1
Pamas Kaquant,Pamas Kaquant,1
Filk Zimber,Pamas Kaquant,1
Keyzer Han,Pamas Kaquant,1
Benjameen da Jacinta,Filk Zimber,1
Tess Qumisha,Filk Zimber,1
Zo Rakmynt,Filk Zimber,1
Pamas Kaquant,Filk Zimber,1
Filk Zimber,Filk Zimber,1
Keyzer Han,Filk Zimber,1
Benjameen da Jacinta,Keyzer Han,1
Tess Qumisha,Keyzer Han,1
Zo Rakmynt,Keyzer Han,1
Pamas Kaquant,Keyzer Han,1
Filk Zimber,Keyzer Han,1
Keyzer Han,Keyzer Han,1
Icho Tolot,Shoy Carampo,1
Atlan,Shoy Carampo,2
Fee Kellind,Shoy Carampo,2
Crom Harkanvolter,Shoy Carampo,1
Shoy Carampo,Shoy Carampo,2
Porto Deangelis,Shoy Carampo,1
Stap Crumero,Shoy Carampo,1
Atlan,Porto Deangelis,2
Fee Kellind,Porto Deangelis,2
Crom Harkanvolter,Porto Deangelis,1
Shoy Carampo,Porto Deangelis,1
Porto Deangelis,Porto Deangelis,2
Arlo Kellind,Porto Deangelis,1
Gizzo Kefinn,Porto Deangelis,1
Icho Tolot,Stap Crumero,1
Atlan,Stap Crumero,1
Fee Kellind,Stap Crumero,1
Shoy Carampo,Stap Crumero,1
Stap Crumero,Stap Crumero,1
Perry Rhodan,Miko Shenon,1
Icho Tolot,Miko Shenon,1
Atlan,Miko Shenon,1
Melbar Kasom,Miko Shenon,1
Cart Rudo,Miko Shenon,1
Miko Shenon,Miko Shenon,1
Atlan,Sershan Contagi Peiragon,1
Sershan Contagi Peiragon,Sershan Contagi Peiragon,1
Tagira,Sershan Contagi Peiragon,1
Atlan,Tagira,1
Sershan Contagi Peiragon,Tagira,1
Tagira,Tagira,1
Icho Tolot,Sfonoci,1
Atlan,Sfonoci,1
Mohodeh Kascha,Sfonoci,1
Sfonoci,Sfonoci,1
Perry Rhodan,Ikanema Two,2
Gucky,Ikanema Two,1
Alexander Woodi,Ikanema Two,1
Ikanema Two,Ikanema Two,3
Ascarde,Ikanema Two,2
Inckaz,Ikanema Two,1
Tratto,Ikanema Two,1
Pirguso,Ikanema Two,1
Mogtan,Ikanema Two,1
Le Karanu,Ikanema Two,1
Grent Skryra,Ikanema Two,1
Perry Rhodan,Ascarde,2
Ikanema Two,Ascarde,2
Ascarde,Ascarde,2
Inckaz,Ascarde,1
Tratto,Ascarde,1
Pirguso,Ascarde,1
Perry Rhodan,Inckaz,1
Ikanema Two,Inckaz,1
Ascarde,Inckaz,1
Inckaz,Inckaz,1
Perry Rhodan,Tratto,1
Ikanema Two,Tratto,1
Ascarde,Tratto,1
Tratto,Tratto,1
Pirguso,Tratto,1
Perry Rhodan,Pirguso,1
Ikanema Two,Pirguso,1
Ascarde,Pirguso,1
Tratto,Pirguso,1
Pirguso,Pirguso,1
Gucky,Mogtan,1
Alexander Woodi,Mogtan,1
Ikanema Two,Mogtan,1
Mogtan,Mogtan,1
Le Karanu,Mogtan,1
Grent Skryra,Mogtan,1
Gucky,Le Karanu,1
Alexander Woodi,Le Karanu,1
Ikanema Two,Le Karanu,1
Mogtan,Le Karanu,1
Le Karanu,Le Karanu,1
Grent Skryra,Le Karanu,1
Gucky,Grent Skryra,1
Alexander Woodi,Grent Skryra,1
Ikanema Two,Grent Skryra,1
Mogtan,Grent Skryra,1
Le Karanu,Grent Skryra,1
Grent Skryra,Grent Skryra,1
Perry Rhodan,Trerok,1
Reginald Bull,Trerok,2
Gucky,Trerok,4
Ascari da Vivo,Trerok,2
Roxo Quatron,Trerok,1
Zim November,Trerok,2
Trerok,Trerok,7
Kal da Quertamagin,Trerok,1
Trah Zebuck,Trerok,3
Cheplin,Trerok,2
Aherrn Roa,Trerok,4
Jaenia Vaura,Trerok,2
Minster Nai Fukati,Trerok,1
Anguela,Trerok,1
Reginald Bull,Kal da Quertamagin,1
Ascari da Vivo,Kal da Quertamagin,1
Roxo Quatron,Kal da Quertamagin,1
Trerok,Kal da Quertamagin,1
Kal da Quertamagin,Kal da Quertamagin,1
Perry Rhodan,Reca Baretus,2
Caar Vassquo,Reca Baretus,1
Alexander Woodi,Reca Baretus,1
Reca Baretus,Reca Baretus,2
Tynka Mintcoo,Reca Baretus,1
Anguela Kulalin,Reca Baretus,1
Hutkin,Reca Baretus,1
Jallon Hypt,Reca Baretus,1
Perry Rhodan,Tynka Mintcoo,2
Caar Vassquo,Tynka Mintcoo,2
Alexander Woodi,Tynka Mintcoo,1
Reca Baretus,Tynka Mintcoo,1
Tynka Mintcoo,Tynka Mintcoo,2
Kuhr Vervynt,Tynka Mintcoo,1
Perry Rhodan,Eshmatay Amgen,2
Benjameen da Jacinta,Eshmatay Amgen,2
Tess Qumisha,Eshmatay Amgen,1
Ascari da Vivo,Eshmatay Amgen,1
Eshmatay Amgen,Eshmatay Amgen,2
Shirka,Eshmatay Amgen,1
Ailey,Eshmatay Amgen,1
Rishtyn-Jaffami,Eshmatay Amgen,1
Aufmar,Aufmar,1
Shirka,Aufmar,1
Merad,Aufmar,1
Unshil,Aufmar,1
Ftniem,Aufmar,1
Andander,Aufmar,1
Perry Rhodan,Shirka,1
Benjameen da Jacinta,Shirka,1
Eshmatay Amgen,Shirka,1
Aufmar,Shirka,1
Shirka,Shirka,2
Merad,Shirka,1
Unshil,Shirka,1
Ftniem,Shirka,1
Andander,Shirka,1
Ailey,Shirka,1
Rishtyn-Jaffami,Shirka,1
Aufmar,Merad,1
Shirka,Merad,1
Merad,Merad,1
Unshil,Merad,1
Ftniem,Merad,1
Andander,Merad,1
Aufmar,Unshil,1
Shirka,Unshil,1
Merad,Unshil,1
Unshil,Unshil,1
Ftniem,Unshil,1
Andander,Unshil,1
Aufmar,Ftniem,1
Shirka,Ftniem,1
Merad,Ftniem,1
Unshil,Ftniem,1
Ftniem,Ftniem,1
Andander,Ftniem,1
Aufmar,Andander,1
Shirka,Andander,1
Merad,Andander,1
Unshil,Andander,1
Ftniem,Andander,1
Andander,Andander,1
Perry Rhodan,Ailey,1
Benjameen da Jacinta,Ailey,1
Eshmatay Amgen,Ailey,1
Shirka,Ailey,1
Ailey,Ailey,1
Rishtyn-Jaffami,Ailey,1
Perry Rhodan,Rishtyn-Jaffami,1
Benjameen da Jacinta,Rishtyn-Jaffami,1
Eshmatay Amgen,Rishtyn-Jaffami,1
Shirka,Rishtyn-Jaffami,1
Ailey,Rishtyn-Jaffami,1
Rishtyn-Jaffami,Rishtyn-Jaffami,1
Perry Rhodan,Lope Losar,2
Wuriu Sengu,Lope Losar,1
Melbar Kasom,Lope Losar,1
Captain Don Redhorse,Lope Losar,1
Lope Losar,Lope Losar,2
Oleg Sanchon,Lope Losar,1
Into Belchman,Lope Losar,1
Zantos Aybron,Lope Losar,1
Don Redhorse,Lope Losar,1
Sven Henderson,Lope Losar,1
Perry Rhodan,Oleg Sanchon,1
Captain Don Redhorse,Oleg Sanchon,1
Lope Losar,Oleg Sanchon,1
Oleg Sanchon,Oleg Sanchon,1
Into Belchman,Oleg Sanchon,1
Zantos Aybron,Oleg Sanchon,1
Perry Rhodan,Into Belchman,1
Captain Don Redhorse,Into Belchman,1
Lope Losar,Into Belchman,1
Oleg Sanchon,Into Belchman,1
Into Belchman,Into Belchman,1
Zantos Aybron,Into Belchman,1
Perry Rhodan,Zantos Aybron,1
Captain Don Redhorse,Zantos Aybron,1
Lope Losar,Zantos Aybron,1
Oleg Sanchon,Zantos Aybron,1
Into Belchman,Zantos Aybron,1
Zantos Aybron,Zantos Aybron,1
Atlan,Soshony,1
Startac Schroeder,Soshony,1
Soshony,Soshony,1
Kuni Maghate,Soshony,1
Gho-Ra,Soshony,1
Atlan,Kuni Maghate,2
Ronald Tekener,Kuni Maghate,1
Fee Kellind,Kuni Maghate,1
Startac Schroeder,Kuni Maghate,1
Soshony,Kuni Maghate,1
Kuni Maghate,Kuni Maghate,2
Gho-Ra,Kuni Maghate,1
Sabal,Kuni Maghate,1
Atlan,Gho-Ra,1
Startac Schroeder,Gho-Ra,1
Soshony,Gho-Ra,1
Kuni Maghate,Gho-Ra,1
Gho-Ra,Gho-Ra,1
Icho Tolot,Chaparu-27,1
Atlan,Chaparu-27,1
Startac Schroeder,Chaparu-27,1
Trim Marath,Chaparu-27,1
Chaparu-27,Chaparu-27,1
Atlan,Soner,1
Ronald Tekener,Soner,1
Trim Marath,Soner,1
Soner,Soner,3
Marca,Soner,1
Parkiru,Soner,1
Rodo,Soner,1
Sihame,Soner,3
Riddyn,Soner,1
Anthysaphe,Soner,1
Soner,Marca,1
Marca,Marca,1
Parkiru,Marca,1
Rodo,Marca,1
Sihame,Marca,1
Soner,Parkiru,1
Marca,Parkiru,1
Parkiru,Parkiru,1
Rodo,Parkiru,1
Sihame,Parkiru,1
Soner,Rodo,1
Marca,Rodo,1
Parkiru,Rodo,1
Rodo,Rodo,1
Sihame,Rodo,1
Atlan,Sihame,2
Ronald Tekener,Sihame,1
Startac Schroeder,Sihame,1
Trim Marath,Sihame,2
Soner,Sihame,3
Marca,Sihame,1
Parkiru,Sihame,1
Rodo,Sihame,1
Sihame,Sihame,5
Riddyn,Sihame,1
Anthysaphe,Sihame,1
Tieger,Sihame,1
Lemna,Sihame,1
Olibec,Sihame,1
Lo,Sihame,1
Sabal,Sihame,1
Ronald Tekener,Riddyn,1
Soner,Riddyn,1
Sihame,Riddyn,1
Riddyn,Riddyn,1
Anthysaphe,Riddyn,1
Ronald Tekener,Anthysaphe,1
Soner,Anthysaphe,1
Sihame,Anthysaphe,1
Riddyn,Anthysaphe,1
Anthysaphe,Anthysaphe,1
Bré Tsinga,Ava Kattum,1
Noviel Residor,Ava Kattum,1
Blo Rakane,Ava Kattum,1
Ava Kattum,Ava Kattum,1
Pandaranaike Lehmann,Ava Kattum,1
Bré Tsinga,Pandaranaike Lehmann,1
Noviel Residor,Pandaranaike Lehmann,1
Blo Rakane,Pandaranaike Lehmann,1
Ava Kattum,Pandaranaike Lehmann,1
Pandaranaike Lehmann,Pandaranaike Lehmann,1
Javvcyn,Javvcyn,1
Mifany da Metzat,Javvcyn,1
Lox da Kurranti,Javvcyn,1
Kappa,Javvcyn,1
Fancise ter Dearez,Javvcyn,1
Javvcyn,Mifany da Metzat,1
Mifany da Metzat,Mifany da Metzat,1
Lox da Kurranti,Mifany da Metzat,1
Kappa,Mifany da Metzat,1
Fancise ter Dearez,Mifany da Metzat,1
Javvcyn,Lox da Kurranti,1
Mifany da Metzat,Lox da Kurranti,1
Lox da Kurranti,Lox da Kurranti,1
Kappa,Lox da Kurranti,1
Fancise ter Dearez,Lox da Kurranti,1
Javvcyn,Kappa,1
Mifany da Metzat,Kappa,1
Lox da Kurranti,Kappa,1
Kappa,Kappa,1
Fancise ter Dearez,Kappa,1
Javvcyn,Fancise ter Dearez,1
Mifany da Metzat,Fancise ter Dearez,1
Lox da Kurranti,Fancise ter Dearez,1
Kappa,Fancise ter Dearez,1
Fancise ter Dearez,Fancise ter Dearez,1
Roi Danton,Tom Abertin,1
Monkey,Tom Abertin,1
Trah Rogue,Tom Abertin,1
Tom Abertin,Tom Abertin,2
Dinn Anyan,Tom Abertin,1
Cele Jontia,Tom Abertin,1
Megthan Urthian,Tom Abertin,1
Cashibb,Tom Abertin,1
Perry Rhodan,Trah Zebuck,5
Gucky,Trah Zebuck,3
Roi Danton,Trah Zebuck,1
Bré Tsinga,Trah Zebuck,1
Benjameen da Jacinta,Trah Zebuck,1
Ascari da Vivo,Trah Zebuck,2
Roxo Quatron,Trah Zebuck,2
Zim November,Trah Zebuck,2
Trerok,Trah Zebuck,3
Trah Zebuck,Trah Zebuck,10
Ktacha Oharte,Trah Zebuck,1
Cheplin,Trah Zebuck,1
Susa,Trah Zebuck,1
Sapritti,Trah Zebuck,1
Keito,Trah Zebuck,1
Aherrn Roa,Trah Zebuck,2
Jaenia Vaura,Trah Zebuck,2
Twinny Argolis,Trah Zebuck,1
Minster Nai Fukati,Trah Zebuck,2
Prak-Noy,Trah Zebuck,1
Gruzs Thran,Trah Zebuck,1
Jobonne Jokogi,Trah Zebuck,1
Woj Ranassgo,Trah Zebuck,1
Perry Rhodan,Ktacha Oharte,1
Ascari da Vivo,Ktacha Oharte,1
Roxo Quatron,Ktacha Oharte,1
Trah Zebuck,Ktacha Oharte,1
Ktacha Oharte,Ktacha Oharte,1
Perry Rhodan,Bleu Cefu,1
Benjameen da Jacinta,Bleu Cefu,1
Tess Qumisha,Bleu Cefu,1
Ascari da Vivo,Bleu Cefu,1
Bleu Cefu,Bleu Cefu,1
Perry Rhodan,Leutnant Finch Eyseman,1
Icho Tolot,Leutnant Finch Eyseman,1
Atlan,Leutnant Finch Eyseman,1
Melbar Kasom,Leutnant Finch Eyseman,1
Leutnant Finch Eyseman,Leutnant Finch Eyseman,1
Leutnant Ray Burdick,Leutnant Finch Eyseman,1
Perry Rhodan,Leutnant Ray Burdick,1
Icho Tolot,Leutnant Ray Burdick,1
Atlan,Leutnant Ray Burdick,1
Melbar Kasom,Leutnant Ray Burdick,1
Leutnant Finch Eyseman,Leutnant Ray Burdick,1
Leutnant Ray Burdick,Leutnant Ray Burdick,1
Perry Rhodan,Cheplin,2
Reginald Bull,Cheplin,1
Gucky,Cheplin,2
Zheobitt,Cheplin,1
Ascari da Vivo,Cheplin,2
Zim November,Cheplin,2
Trerok,Cheplin,2
Trah Zebuck,Cheplin,1
Cheplin,Cheplin,7
Vaikiri,Cheplin,2
Susa,Cheplin,3
Firanca,Cheplin,1
Geytrimm,Cheplin,1
Chiru Euping,Cheplin,1
Poson,Cheplin,1
Sapritti,Cheplin,1
Keito,Cheplin,1
Aherrn Roa,Cheplin,2
Imperator Bostich I.,Cheplin,1
Perry Rhodan,Vaikiri,1
Ascari da Vivo,Vaikiri,1
Cheplin,Vaikiri,2
Vaikiri,Vaikiri,2
Susa,Vaikiri,2
Firanca,Vaikiri,1
Geytrimm,Vaikiri,1
Perry Rhodan,Susa,1
Ascari da Vivo,Susa,1
Trah Zebuck,Susa,1
Cheplin,Susa,3
Vaikiri,Susa,2
Susa,Susa,3
Firanca,Susa,1
Geytrimm,Susa,1
Sapritti,Susa,1
Keito,Susa,1
Cheplin,Firanca,1
Vaikiri,Firanca,1
Susa,Firanca,1
Firanca,Firanca,1
Geytrimm,Firanca,1
Cheplin,Geytrimm,1
Vaikiri,Geytrimm,1
Susa,Geytrimm,1
Firanca,Geytrimm,1
Geytrimm,Geytrimm,1
Sihame,Tieger,1
Tieger,Tieger,1
Lemna,Tieger,1
Olibec,Tieger,1
Lo,Tieger,1
Sihame,Lemna,1
Tieger,Lemna,1
Lemna,Lemna,1
Olibec,Lemna,1
Lo,Lemna,1
Sihame,Olibec,1
Tieger,Olibec,1
Lemna,Olibec,1
Olibec,Olibec,1
Lo,Olibec,1
Sihame,Lo,1
Tieger,Lo,1
Lemna,Lo,1
Olibec,Lo,1
Lo,Lo,1
Atlan,Sabal,2
Ronald Tekener,Sabal,1
Fee Kellind,Sabal,1
Startac Schroeder,Sabal,1
Trim Marath,Sabal,1
Kuni Maghate,Sabal,1
Sihame,Sabal,1
Sabal,Sabal,2
Perry Rhodan,Chiru Euping,3
Ascari da Vivo,Chiru Euping,2
Cheplin,Chiru Euping,1
Chiru Euping,Chiru Euping,3
Poson,Chiru Euping,1
Corina EhGon,Chiru Euping,1
Feki HiUre,Chiru Euping,1
Troym LeCaro,Chiru Euping,1
CAUSIO,Chiru Euping,1
Perry Rhodan,Poson,1
Ascari da Vivo,Poson,1
Cheplin,Poson,1
Chiru Euping,Poson,1
Poson,Poson,1
Perry Rhodan,Kuhr Vervynt,1
Caar Vassquo,Kuhr Vervynt,1
Tynka Mintcoo,Kuhr Vervynt,1
Kuhr Vervynt,Kuhr Vervynt,1
Perry Rhodan,Corina EhGon,1
Chiru Euping,Corina EhGon,1
Corina EhGon,Corina EhGon,1
Feki HiUre,Corina EhGon,1
Perry Rhodan,Feki HiUre,1
Chiru Euping,Feki HiUre,1
Corina EhGon,Feki HiUre,1
Feki HiUre,Feki HiUre,1
Professor Arno Kalup,Oberst Ferro Kraysch,1
Oberst Ferro Kraysch,Oberst Ferro Kraysch,1
Earl Rifkin,Oberst Ferro Kraysch,1
Captain Richard Diamond,Oberst Ferro Kraysch,1
Romney „Doc“ Kimble,Oberst Ferro Kraysch,1
Schneider,Oberst Ferro Kraysch,1
Professor Arno Kalup,Earl Rifkin,1
Oberst Ferro Kraysch,Earl Rifkin,1
Earl Rifkin,Earl Rifkin,1
Captain Richard Diamond,Earl Rifkin,1
Romney „Doc“ Kimble,Earl Rifkin,1
Schneider,Earl Rifkin,1
Professor Arno Kalup,Captain Richard Diamond,1
Oberst Ferro Kraysch,Captain Richard Diamond,1
Earl Rifkin,Captain Richard Diamond,1
Captain Richard Diamond,Captain Richard Diamond,1
Romney „Doc“ Kimble,Captain Richard Diamond,1
Schneider,Captain Richard Diamond,1
Professor Arno Kalup,Romney „Doc“ Kimble,1
Oberst Ferro Kraysch,Romney „Doc“ Kimble,1
Earl Rifkin,Romney „Doc“ Kimble,1
Captain Richard Diamond,Romney „Doc“ Kimble,1
Romney „Doc“ Kimble,Romney „Doc“ Kimble,1
Schneider,Romney „Doc“ Kimble,1
Professor Arno Kalup,Schneider,1
Oberst Ferro Kraysch,Schneider,1
Earl Rifkin,Schneider,1
Captain Richard Diamond,Schneider,1
Romney „Doc“ Kimble,Schneider,1
Schneider,Schneider,1
Perry Rhodan,Troym LeCaro,3
Ascari da Vivo,Troym LeCaro,2
Chiru Euping,Troym LeCaro,1
Troym LeCaro,Troym LeCaro,3
CAUSIO,Troym LeCaro,1
Qertan,Troym LeCaro,1
Paton Qerah,Troym LeCaro,1
Anguela,Troym LeCaro,1
Fian DeGater,Troym LeCaro,1
Elenea DeBanu,Troym LeCaro,1
Perry Rhodan,CAUSIO,1
Ascari da Vivo,CAUSIO,1
Chiru Euping,CAUSIO,1
Troym LeCaro,CAUSIO,1
CAUSIO,CAUSIO,1
Trah Zebuck,Sapritti,1
Cheplin,Sapritti,1
Susa,Sapritti,1
Sapritti,Sapritti,1
Keito,Sapritti,1
Trah Zebuck,Keito,1
Cheplin,Keito,1
Susa,Keito,1
Sapritti,Keito,1
Keito,Keito,1
Gucky,Aherrn Roa,4
Zim November,Aherrn Roa,2
Trerok,Aherrn Roa,4
Trah Zebuck,Aherrn Roa,2
Cheplin,Aherrn Roa,2
Aherrn Roa,Aherrn Roa,4
Jaenia Vaura,Aherrn Roa,2
Gucky,Jaenia Vaura,2
Trerok,Jaenia Vaura,2
Trah Zebuck,Jaenia Vaura,2
Aherrn Roa,Jaenia Vaura,2
Jaenia Vaura,Jaenia Vaura,2
Atlan,Rom An Machens,2
Myles Kantor,Rom An Machens,1
Startac Schroeder,Rom An Machens,1
Trim Marath,Rom An Machens,2
Mohodeh Kascha,Rom An Machens,1
Rom An Machens,Rom An Machens,2
Rik,Rom An Machens,1
Atlan,Kewin Kirrik,2
Cairol,Kewin Kirrik,1
Trim Marath,Kewin Kirrik,2
Kewin Kirrik,Kewin Kirrik,2
Kamattagira,Kewin Kirrik,2
Get Leshishi,Kewin Kirrik,1
Atlan,Kamattagira,2
Cairol,Kamattagira,1
Trim Marath,Kamattagira,2
Kewin Kirrik,Kamattagira,2
Kamattagira,Kamattagira,2
Get Leshishi,Kamattagira,1
Atlan,Get Leshishi,1
Trim Marath,Get Leshishi,1
Kewin Kirrik,Get Leshishi,1
Kamattagira,Get Leshishi,1
Get Leshishi,Get Leshishi,1
Atlan,Rik,1
Trim Marath,Rik,1
Mohodeh Kascha,Rik,1
Rom An Machens,Rik,1
Rik,Rik,1
Reginald Bull,Reniar Chanzur,1
Bré Tsinga,Reniar Chanzur,1
Blo Rakane,Reniar Chanzur,1
Bostich I.,Reniar Chanzur,1
Reniar Chanzur,Reniar Chanzur,1
Reginald Bull,Kisch Fakir,1
Kisch Fakir,Kisch Fakir,1
Jee Martima,Kisch Fakir,1
Kyzeti Ekre,Kisch Fakir,1
Grahann Eitan,Kisch Fakir,1
Reginald Bull,Jee Martima,1
Kisch Fakir,Jee Martima,1
Jee Martima,Jee Martima,1
Kyzeti Ekre,Jee Martima,1
Grahann Eitan,Jee Martima,1
Reginald Bull,Kyzeti Ekre,1
Kisch Fakir,Kyzeti Ekre,1
Jee Martima,Kyzeti Ekre,1
Kyzeti Ekre,Kyzeti Ekre,1
Grahann Eitan,Kyzeti Ekre,1
Reginald Bull,Grahann Eitan,1
Kisch Fakir,Grahann Eitan,1
Jee Martima,Grahann Eitan,1
Kyzeti Ekre,Grahann Eitan,1
Grahann Eitan,Grahann Eitan,1
Perry Rhodan,Oberst Haile Trontor,1
Julian Tifflor,Oberst Haile Trontor,2
Atlan,Oberst Haile Trontor,1
Iwan Iwanowitsch Goratschin,Oberst Haile Trontor,1
Sherlock,Oberst Haile Trontor,1
Oberst Haile Trontor,Oberst Haile Trontor,2
CKSP-0001,Oberst Haile Trontor,1
Omar Hawk,Oberst Haile Trontor,1
Oberst Pawel Kotranow,Oberst Haile Trontor,1
Ismail ben Rabbat,Oberst Haile Trontor,1
Julian Tifflor,CKSP-0001,1
