character_1,character_2,count
Der Erstkonstruierte,P-null,1
Belice,Amo,1
Sycho,Amo,1
Lucius,Amo,1
P-null,Amo,1
Amo,Amo,1
Der Erstkonstruierte,Amo,1
Belice,Der Erstkonstruierte,1
Sycho,Der Erstkonstruierte,1
Lucius,Der Erstkonstruierte,1
P-null,Der Erstkonstruierte,1
Amo,Der Erstkonstruierte,1
Der Erstkonstruierte,Der Erstkonstruierte,1
Perry Rhodan,Vishna,2
Reginald Bull,Vishna,8
Gucky,Vishna,1
ES,Vishna,1
Jen Salik,Vishna,1
Geoffry Abel Waringer,Vishna,1
Ras Tschubai,Vishna,1
Waylon Javier,Vishna,1
Demeter,Vishna,2
Roi Danton,Vishna,3
Srimavo,Vishna,1
Julian Tifflor,Vishna,2
Geoffry Waringer,Vishna,1
Atlan,Vishna,1
Irmina Kotschistowa,Vishna,1
Galbraith Deighton,Vishna,1
Gesil,Vishna,1
Taurec,Vishna,14
Ernst Ellert,Vishna,6
Stronker Keen,Vishna,2
Vishna,Vishna,21
Velia Davis,Vishna,1
Sassja Yin,Vishna,1
Rido Narbonne,Vishna,1
Nigel Davis,Vishna,1
Grek 336,Vishna,1
Medairok und Knorr Tobe,Vishna,1
Nicole Raunder,Vishna,1
Shambala,Vishna,1
Brian Wallace,Vishna,1
Kuuhm,Vishna,1
Chthon,Vishna,3
Der Voyde H'ot,Vishna,1
Liiz,Vishna,1
Chuum,Vishna,1
Aarl,Vishna,1
Stein Nachtlicht,Vishna,2
Qual Kreuzauge,Vishna,1
Trigger,Vishna,1
Benny Fleuron,Vishna,1
Si'it,Vishna,4
Nachor,Vishna,1
Yurn,Vishna,1
Elüfar,Vishna,1
Galfany,Vishna,1
Kazzenkatt der Träumer,Vishna,1
Kazzenkatt,Vishna,1
Tormsen Vary,Vishna,1
Grek I,Vishna,1
Kelly Bo,Vishna,1
I-I-Barzen,Vishna,1
Grek O,Vishna,1
Mirona Thetin,Vishna,1
Proht Meyhet,Vishna,1
Worrgron,Vishna,1
Torborscher,Vishna,1
Sulvanyin,Vishna,1
1-1-Helm,Vishna,1
Krohn Meysenhart,Vishna,2
Pry'it,Vishna,1
Leonard Frood,Vishna,1
Anne Piaget,Vishna,1
Iris,Vishna,1
Der WARNER,Vishna,1
Hajo Kleimann,Vishna,1
Dibbu,Vishna,1
Stronker Keen,Velia Davis,1
Vishna,Velia Davis,1
Velia Davis,Velia Davis,1
Sassja Yin,Velia Davis,1
Rido Narbonne,Velia Davis,1
Nigel Davis,Velia Davis,1
Stronker Keen,Sassja Yin,1
Vishna,Sassja Yin,1
Velia Davis,Sassja Yin,1
Sassja Yin,Sassja Yin,1
Rido Narbonne,Sassja Yin,1
Nigel Davis,Sassja Yin,1
Stronker Keen,Rido Narbonne,1
Vishna,Rido Narbonne,1
Velia Davis,Rido Narbonne,1
Sassja Yin,Rido Narbonne,1
Rido Narbonne,Rido Narbonne,1
Nigel Davis,Rido Narbonne,1
Stronker Keen,Nigel Davis,1
Vishna,Nigel Davis,1
Velia Davis,Nigel Davis,1
Sassja Yin,Nigel Davis,1
Rido Narbonne,Nigel Davis,1
Nigel Davis,Nigel Davis,1
Reginald Bull,Erek Nam Daar,1
Galbraith Deighton,Erek Nam Daar,1
Erek Nam Daar,Erek Nam Daar,1
Ruda,Erek Nam Daar,1
Sidne,Erek Nam Daar,1
Paoli,Erek Nam Daar,1
Reginald Bull,Ruda,1
Galbraith Deighton,Ruda,1
Erek Nam Daar,Ruda,1
Ruda,Ruda,1
Sidne,Ruda,1
Paoli,Ruda,1
Reginald Bull,Sidne,1
Galbraith Deighton,Sidne,1
Erek Nam Daar,Sidne,1
Ruda,Sidne,1
Sidne,Sidne,1
Paoli,Sidne,1
Reginald Bull,Paoli,1
Galbraith Deighton,Paoli,1
Erek Nam Daar,Paoli,1
Ruda,Paoli,1
Sidne,Paoli,1
Paoli,Paoli,1
Ron Landry,Kalál,1
Larry Randall,Kalál,1
Lofty Patterson,Kalál,1
Kalál,Kalál,1
Meech Hannigan,Kalál,1
„Er“ oder „Es“,Kalál,1
Perry Rhodan,Meech Hannigan,1
Nike Quinto,Meech Hannigan,1
Ron Landry,Meech Hannigan,5
Larry Randall,Meech Hannigan,5
Lofty Patterson,Meech Hannigan,4
Kalál,Meech Hannigan,1
Meech Hannigan,Meech Hannigan,5
„Er“ oder „Es“,Meech Hannigan,1
Chuck Waller,Meech Hannigan,1
Bladoor,Meech Hannigan,1
Dor-Par,Meech Hannigan,1
Adnil,Meech Hannigan,1
Con-Ki,Meech Hannigan,1
Molol,Meech Hannigan,1
Tetzte,Meech Hannigan,1
Perry Rhodan,„Er“ oder „Es“,3
Reginald Bull,„Er“ oder „Es“,3
Gucky,„Er“ oder „Es“,1
Ron Landry,„Er“ oder „Es“,1
Larry Randall,„Er“ oder „Es“,1
Lofty Patterson,„Er“ oder „Es“,1
Jefe Claudrin,„Er“ oder „Es“,1
Wuriu Sengu,„Er“ oder „Es“,1
Kalál,„Er“ oder „Es“,1
Meech Hannigan,„Er“ oder „Es“,1
„Er“ oder „Es“,„Er“ oder „Es“,4
Admiral Marco Rabelli,„Er“ oder „Es“,1
Reg Thomas,„Er“ oder „Es“,1
Topthor,„Er“ oder „Es“,1
Grogham,„Er“ oder „Es“,1
Kadett Redkens,„Er“ oder „Es“,1
Oberst Baldur Sikerman,„Er“ oder „Es“,1
Perry Rhodan,Duurn Harbelon,1
Schovkrodon,Duurn Harbelon,1
Duurn Harbelon,Duurn Harbelon,1
Zwatlo,Duurn Harbelon,1
Carzel Boon,Duurn Harbelon,1
Woorn Sprinklon,Duurn Harbelon,1
Perry Rhodan,Zwatlo,1
Schovkrodon,Zwatlo,1
Duurn Harbelon,Zwatlo,1
Zwatlo,Zwatlo,1
Carzel Boon,Zwatlo,1
Woorn Sprinklon,Zwatlo,1
Perry Rhodan,Carzel Boon,5
Waylon Javier,Carzel Boon,1
Roi Danton,Carzel Boon,1
Gesil,Carzel Boon,2
Schovkrodon,Carzel Boon,2
Duurn Harbelon,Carzel Boon,1
Zwatlo,Carzel Boon,1
Carzel Boon,Carzel Boon,5
Woorn Sprinklon,Carzel Boon,1
Dalishdar,Carzel Boon,1
Sternchen,Carzel Boon,1
Lozzok,Carzel Boon,1
Jacyzyr und Duurn Harbelon,Carzel Boon,1
Arvenich,Carzel Boon,1
Markadir,Carzel Boon,1
Prinar Dolg,Carzel Boon,2
Soorn Tycagyn,Carzel Boon,1
Andrew Denkbar,Carzel Boon,1
Perry Rhodan,Woorn Sprinklon,1
Schovkrodon,Woorn Sprinklon,1
Duurn Harbelon,Woorn Sprinklon,1
Zwatlo,Woorn Sprinklon,1
Carzel Boon,Woorn Sprinklon,1
Woorn Sprinklon,Woorn Sprinklon,1
Perry Rhodan,Dalishdar,1
Carzel Boon,Dalishdar,1
Dalishdar,Dalishdar,1
Sternchen,Dalishdar,1
Lozzok,Dalishdar,1
Perry Rhodan,Sternchen,1
Carzel Boon,Sternchen,1
Dalishdar,Sternchen,1
Sternchen,Sternchen,1
Lozzok,Sternchen,1
Perry Rhodan,Lozzok,1
Carzel Boon,Lozzok,1
Dalishdar,Lozzok,1
Sternchen,Lozzok,1
Lozzok,Lozzok,1
Perry Rhodan,Jacyzyr und Duurn Harbelon,1
Gesil,Jacyzyr und Duurn Harbelon,1
Carzel Boon,Jacyzyr und Duurn Harbelon,1
Jacyzyr und Duurn Harbelon,Jacyzyr und Duurn Harbelon,1
Arvenich,Jacyzyr und Duurn Harbelon,1
Markadir,Jacyzyr und Duurn Harbelon,1
Perry Rhodan,Arvenich,1
Gesil,Arvenich,1
Carzel Boon,Arvenich,1
Jacyzyr und Duurn Harbelon,Arvenich,1
Arvenich,Arvenich,1
Markadir,Arvenich,1
Perry Rhodan,Markadir,1
Gesil,Markadir,1
Carzel Boon,Markadir,1
Jacyzyr und Duurn Harbelon,Markadir,1
Arvenich,Markadir,1
Markadir,Markadir,1
Perry Rhodan,Prinar Dolg,2
Waylon Javier,Prinar Dolg,1
Roi Danton,Prinar Dolg,1
Gesil,Prinar Dolg,1
Schovkrodon,Prinar Dolg,1
Carzel Boon,Prinar Dolg,2
Prinar Dolg,Prinar Dolg,2
Soorn Tycagyn,Prinar Dolg,1
Andrew Denkbar,Prinar Dolg,1
Perry Rhodan,Soorn Tycagyn,1
Gesil,Soorn Tycagyn,1
Schovkrodon,Soorn Tycagyn,1
Carzel Boon,Soorn Tycagyn,1
Prinar Dolg,Soorn Tycagyn,1
Soorn Tycagyn,Soorn Tycagyn,1
Icho Tolot,Gordana Ujlaki,1
Tanwalzen,Gordana Ujlaki,1
Ürkan,Gordana Ujlaki,1
Gordana Ujlaki,Gordana Ujlaki,1
Mrnck,Gordana Ujlaki,1
Forrler,Gordana Ujlaki,1
Icho Tolot,Mrnck,1
Tanwalzen,Mrnck,1
Ürkan,Mrnck,1
Gordana Ujlaki,Mrnck,1
Mrnck,Mrnck,1
Forrler,Mrnck,1
Icho Tolot,Forrler,1
Tanwalzen,Forrler,1
Ürkan,Forrler,1
Gordana Ujlaki,Forrler,1
Mrnck,Forrler,1
Forrler,Forrler,1
Gucky,Enzyön,1
Jen Salik,Enzyön,1
Ras Tschubai,Enzyön,1
Crduun,Enzyön,1
Enzyön,Enzyön,1
Torkyn,Enzyön,1
Gucky,Torkyn,1
Jen Salik,Torkyn,1
Ras Tschubai,Torkyn,1
Crduun,Torkyn,1
Enzyön,Torkyn,1
Torkyn,Torkyn,1
Reginald Bull,Grek 336,1
Geoffry Abel Waringer,Grek 336,1
Galbraith Deighton,Grek 336,1
Ernst Ellert,Grek 336,1
Vishna,Grek 336,1
Grek 336,Grek 336,5
Medairok und Knorr Tobe,Grek 336,1
Nicole Raunder,Grek 336,1
Shambala,Grek 336,1
Caaf Siversen,Grek 336,1
Racquel Vartanian,Grek 336,1
Gunnyr Brindarsson,Grek 336,1
Ellert,Grek 336,1
Bull,Grek 336,1
Waringer,Grek 336,1
Lynda Zontar,Grek 336,1
Speck,Grek 336,1
Hurt und Tina Gassner,Grek 336,1
Mildred Zimmermann,Grek 336,1
Erika,Grek 336,1
Norman Qualled,Grek 336,1
Grude Hannusen,Grek 336,1
Luger M. Serkantz,Grek 336,1
Stöckelschuh,Grek 336,1
Grek 1,Grek 336,1
Geoffry Abel Waringer,Medairok und Knorr Tobe,1
Vishna,Medairok und Knorr Tobe,1
Grek 336,Medairok und Knorr Tobe,1
Medairok und Knorr Tobe,Medairok und Knorr Tobe,1
Nicole Raunder,Medairok und Knorr Tobe,1
Shambala,Medairok und Knorr Tobe,1
Geoffry Abel Waringer,Nicole Raunder,1
Vishna,Nicole Raunder,1
Grek 336,Nicole Raunder,1
Medairok und Knorr Tobe,Nicole Raunder,1
Nicole Raunder,Nicole Raunder,1
Shambala,Nicole Raunder,1
Geoffry Abel Waringer,Shambala,1
Vishna,Shambala,1
Grek 336,Shambala,1
Medairok und Knorr Tobe,Shambala,1
Nicole Raunder,Shambala,1
Shambala,Shambala,1
Reginald Bull,Caaf Siversen,1
Ernst Ellert,Caaf Siversen,1
Grek 336,Caaf Siversen,1
Caaf Siversen,Caaf Siversen,1
Racquel Vartanian,Caaf Siversen,1
Gunnyr Brindarsson,Caaf Siversen,1
Reginald Bull,Racquel Vartanian,1
Ernst Ellert,Racquel Vartanian,1
Grek 336,Racquel Vartanian,1
Caaf Siversen,Racquel Vartanian,1
Racquel Vartanian,Racquel Vartanian,1
Gunnyr Brindarsson,Racquel Vartanian,1
Reginald Bull,Gunnyr Brindarsson,1
Ernst Ellert,Gunnyr Brindarsson,1
Grek 336,Gunnyr Brindarsson,1
Caaf Siversen,Gunnyr Brindarsson,1
Racquel Vartanian,Gunnyr Brindarsson,1
Gunnyr Brindarsson,Gunnyr Brindarsson,1
Grek 336,Ellert,1
Ellert,Ellert,1
Bull,Ellert,1
Waringer,Ellert,1
Lynda Zontar,Ellert,1
Speck,Ellert,1
Grek 336,Bull,1
Ellert,Bull,1
Bull,Bull,1
Waringer,Bull,1
Lynda Zontar,Bull,1
Speck,Bull,1
Grek 336,Waringer,1
Ellert,Waringer,1
Bull,Waringer,1
Waringer,Waringer,1
Lynda Zontar,Waringer,1
Speck,Waringer,1
Grek 336,Lynda Zontar,1
Ellert,Lynda Zontar,1
Bull,Lynda Zontar,1
Waringer,Lynda Zontar,1
Lynda Zontar,Lynda Zontar,1
Speck,Lynda Zontar,1
Grek 336,Speck,1
Ellert,Speck,1
Bull,Speck,1
Waringer,Speck,1
Lynda Zontar,Speck,1
Speck,Speck,1
Geoffry Waringer,Brian Wallace,1
Galbraith Deighton,Brian Wallace,1
Vishna,Brian Wallace,1
Brian Wallace,Brian Wallace,1
Kuuhm,Brian Wallace,1
Geoffry Waringer,Kuuhm,1
Galbraith Deighton,Kuuhm,1
Vishna,Kuuhm,1
Brian Wallace,Kuuhm,1
Kuuhm,Kuuhm,1
Reginald Bull,Kutlós,1
Thomas Cardif,Kutlós,1
Allan D. Mercant,Kutlós,1
Brazo Alkher,Kutlós,1
Stana Nolinow,Kutlós,1
Kutlós,Kutlós,1
Grek 336,Hurt und Tina Gassner,1
Hurt und Tina Gassner,Hurt und Tina Gassner,1
Mildred Zimmermann,Hurt und Tina Gassner,1
Erika,Hurt und Tina Gassner,1
Norman Qualled,Hurt und Tina Gassner,1
Grude Hannusen,Hurt und Tina Gassner,1
Grek 336,Mildred Zimmermann,1
Hurt und Tina Gassner,Mildred Zimmermann,1
Mildred Zimmermann,Mildred Zimmermann,1
Erika,Mildred Zimmermann,1
Norman Qualled,Mildred Zimmermann,1
Grude Hannusen,Mildred Zimmermann,1
Grek 336,Erika,1
Hurt und Tina Gassner,Erika,1
Mildred Zimmermann,Erika,1
Erika,Erika,1
Norman Qualled,Erika,1
Grude Hannusen,Erika,1
Grek 336,Norman Qualled,1
Hurt und Tina Gassner,Norman Qualled,1
Mildred Zimmermann,Norman Qualled,1
Erika,Norman Qualled,1
Norman Qualled,Norman Qualled,1
Grude Hannusen,Norman Qualled,1
Grek 336,Grude Hannusen,1
Hurt und Tina Gassner,Grude Hannusen,1
Mildred Zimmermann,Grude Hannusen,1
Erika,Grude Hannusen,1
Norman Qualled,Grude Hannusen,1
Grude Hannusen,Grude Hannusen,1
Galbraith Deighton,Luger M. Serkantz,1
Grek 336,Luger M. Serkantz,1
Luger M. Serkantz,Luger M. Serkantz,1
Stöckelschuh,Luger M. Serkantz,1
Grek 1,Luger M. Serkantz,1
Galbraith Deighton,Stöckelschuh,1
Grek 336,Stöckelschuh,1
Luger M. Serkantz,Stöckelschuh,1
Stöckelschuh,Stöckelschuh,1
Grek 1,Stöckelschuh,1
Perry Rhodan,Grek 1,1
Gucky,Grek 1,1
Atlan,Grek 1,1
Galbraith Deighton,Grek 1,1
Grek 336,Grek 1,1
Luger M. Serkantz,Grek 1,1
Stöckelschuh,Grek 1,1
Grek 1,Grek 1,2
Trinar Molat,Grek 1,1
Hakolin,Grek 1,1
Perry Rhodan,Andrew Denkbar,2
Gucky,Andrew Denkbar,1
Ras Tschubai,Andrew Denkbar,1
Waylon Javier,Andrew Denkbar,1
Roi Danton,Andrew Denkbar,1
Irmina Kotschistowa,Andrew Denkbar,1
Carzel Boon,Andrew Denkbar,1
Prinar Dolg,Andrew Denkbar,1
Andrew Denkbar,Andrew Denkbar,2
Nachor von dem Loolandre,Andrew Denkbar,1
Perry Rhodan,Parwondov,2
Gucky,Parwondov,2
Jen Salik,Parwondov,2
Ras Tschubai,Parwondov,2
Waylon Javier,Parwondov,1
Eric Weidenburn,Parwondov,3
Parwondov,Parwondov,9
Catewnor,Parwondov,2
Meegoron,Parwondov,2
Carwanhov,Parwondov,3
Xerzewn,Parwondov,2
Dronomon,Parwondov,2
Aarn Valdecci,Parwondov,1
Jotho Manahe,Parwondov,1
Nachor von dem Loolandre,Parwondov,3
Simone,Parwondov,1
Jotho,Parwondov,1
Aarn,Parwondov,1
Steven,Parwondov,1
Modulewn,Parwondov,1
Quartson,Parwondov,4
Halmsew,Parwondov,4
Vzill,Parwondov,1
Skrull,Parwondov,1
Gorlanew,Parwondov,1
Schuschschow,Parwondov,1
Gucky,Catewnor,2
Jen Salik,Catewnor,2
Ras Tschubai,Catewnor,2
Parwondov,Catewnor,2
Catewnor,Catewnor,2
Meegoron,Catewnor,2
Gucky,Meegoron,2
Jen Salik,Meegoron,2
Ras Tschubai,Meegoron,2
Parwondov,Meegoron,2
Catewnor,Meegoron,2
Meegoron,Meegoron,2
Perry Rhodan,Liliu Hollund,1
Eric Weidenburn,Liliu Hollund,1
Jercygehl An,Liliu Hollund,1
Liliu Hollund,Liliu Hollund,1
Fragan Tyn,Liliu Hollund,1
Nejai Koone,Liliu Hollund,1
Perry Rhodan,Fragan Tyn,1
Eric Weidenburn,Fragan Tyn,1
Jercygehl An,Fragan Tyn,1
Liliu Hollund,Fragan Tyn,1
Fragan Tyn,Fragan Tyn,1
Nejai Koone,Fragan Tyn,1
Perry Rhodan,Nejai Koone,1
Eric Weidenburn,Nejai Koone,1
Jercygehl An,Nejai Koone,1
Liliu Hollund,Nejai Koone,1
Fragan Tyn,Nejai Koone,1
Nejai Koone,Nejai Koone,1
Brether Faddon,Losridder-Orn,2
Atlan,Losridder-Orn,2
Losridder-Orn,Losridder-Orn,2
Panheddor-Xar,Losridder-Orn,1
Reihumgrün,Losridder-Orn,1
Blaurotpunkt,Losridder-Orn,1
Flint Roysen,Losridder-Orn,1
Helen Almeera,Losridder-Orn,1
Forsnok-Bont,Losridder-Orn,1
Brether Faddon,Panheddor-Xar,1
Atlan,Panheddor-Xar,1
Losridder-Orn,Panheddor-Xar,1
Panheddor-Xar,Panheddor-Xar,1
Reihumgrün,Panheddor-Xar,1
Blaurotpunkt,Panheddor-Xar,1
Carfesch,Reihumgrün,1
Surfo Mallagan,Reihumgrün,1
Brether Faddon,Reihumgrün,3
Tomason,Reihumgrün,1
Atlan,Reihumgrün,2
Losridder-Orn,Reihumgrün,1
Panheddor-Xar,Reihumgrün,1
Reihumgrün,Reihumgrün,3
Blaurotpunkt,Reihumgrün,1
Flint Roysen,Reihumgrün,1
Helen Almeera,Reihumgrün,1
Zyita Ivory,Reihumgrün,1
Erdeg Teral,Reihumgrün,1
Brether Faddon,Blaurotpunkt,1
Atlan,Blaurotpunkt,1
Losridder-Orn,Blaurotpunkt,1
Panheddor-Xar,Blaurotpunkt,1
Reihumgrün,Blaurotpunkt,1
Blaurotpunkt,Blaurotpunkt,1
Brether Faddon,Flint Roysen,2
Tomason,Flint Roysen,1
Atlan,Flint Roysen,2
Losridder-Orn,Flint Roysen,1
Reihumgrün,Flint Roysen,1
Flint Roysen,Flint Roysen,2
Helen Almeera,Flint Roysen,2
Forsnok-Bont,Flint Roysen,1
Brether Faddon,Helen Almeera,2
Tomason,Helen Almeera,1
Atlan,Helen Almeera,2
Losridder-Orn,Helen Almeera,1
Reihumgrün,Helen Almeera,1
Flint Roysen,Helen Almeera,2
Helen Almeera,Helen Almeera,2
Forsnok-Bont,Helen Almeera,1
Perry Rhodan,Quzanne Stone,1
Waylon Javier,Quzanne Stone,1
Les Zeron,Quzanne Stone,1
Jercygehl An,Quzanne Stone,1
Quzanne Stone,Quzanne Stone,1
Sin-Ho,Quzanne Stone,1
Perry Rhodan,Sin-Ho,1
Waylon Javier,Sin-Ho,1
Les Zeron,Sin-Ho,1
Jercygehl An,Sin-Ho,1
Quzanne Stone,Sin-Ho,1
Sin-Ho,Sin-Ho,1
Perry Rhodan,Kenije,1
Gucky,Kenije,1
Kenije,Kenije,1
Okarwen,Kenije,1
Tony Mercaro,Kenije,1
Adrian Losic,Kenije,1
Perry Rhodan,Okarwen,1
Gucky,Okarwen,1
Kenije,Okarwen,1
Okarwen,Okarwen,1
Tony Mercaro,Okarwen,1
Adrian Losic,Okarwen,1
Perry Rhodan,Tony Mercaro,1
Gucky,Tony Mercaro,1
Kenije,Tony Mercaro,1
Okarwen,Tony Mercaro,1
Tony Mercaro,Tony Mercaro,1
Adrian Losic,Tony Mercaro,1
Perry Rhodan,Adrian Losic,1
Gucky,Adrian Losic,1
Kenije,Adrian Losic,1
Okarwen,Adrian Losic,1
Tony Mercaro,Adrian Losic,1
Adrian Losic,Adrian Losic,1
Reginald Bull,General Alter Toseff,1
Atlan,General Alter Toseff,1
Thomas Cardif,General Alter Toseff,1
Brazo Alkher,General Alter Toseff,1
Stana Nolinow,General Alter Toseff,1
General Alter Toseff,General Alter Toseff,1
Perry Rhodan,Arnulf Höchstens,2
Alaska Saedelaere,Arnulf Höchstens,1
Schovkrodon,Arnulf Höchstens,1
Arnulf Höchstens,Arnulf Höchstens,2
Leo Dürk,Arnulf Höchstens,1
Velda Zee,Arnulf Höchstens,1
Chmekyr,Arnulf Höchstens,1
Sato Ambush,Arnulf Höchstens,1
Vince Tortino,Arnulf Höchstens,1
Leroy Washington,Arnulf Höchstens,1
Perry Rhodan,Leo Dürk,1
Alaska Saedelaere,Leo Dürk,1
Clifton Callamon,Leo Dürk,2
Schovkrodon,Leo Dürk,1
Arnulf Höchstens,Leo Dürk,1
Leo Dürk,Leo Dürk,3
Velda Zee,Leo Dürk,1
Torquantuur,Leo Dürk,1
Girinaar,Leo Dürk,2
Praak,Leo Dürk,1
Arnemar Lenx,Leo Dürk,2
Mattsabin,Leo Dürk,1
Cornz,Leo Dürk,1
Perry Rhodan,Velda Zee,1
Alaska Saedelaere,Velda Zee,1
Schovkrodon,Velda Zee,1
Arnulf Höchstens,Velda Zee,1
Leo Dürk,Velda Zee,1
Velda Zee,Velda Zee,1
Reginald Bull,Lassel Domaschek,1
Galbraith Deighton,Lassel Domaschek,1
Lassel Domaschek,Lassel Domaschek,1
Chthon,Lassel Domaschek,1
Digitalis Aura,Lassel Domaschek,1
Reginald Bull,Chthon,7
Demeter,Chthon,1
Roi Danton,Chthon,1
Julian Tifflor,Chthon,2
Bradley von Xanthen,Chthon,1
Galbraith Deighton,Chthon,3
Taurec,Chthon,2
Ernst Ellert,Chthon,2
Vishna,Chthon,3
Lassel Domaschek,Chthon,1
Chthon,Chthon,9
Digitalis Aura,Chthon,3
Booker Tern,Chthon,1
Assaile Zimbalu,Chthon,1
Imger Schrodh,Chthon,1
Kourl Mattras,Chthon,1
Le So Te,Chthon,1
Lai und Muai Nurgowa,Chthon,1
Cassio Dolunder,Chthon,1
Laus Lisovich,Chthon,1
Hirni,Chthon,1
Der Voyde H'ot,Chthon,1
Liiz,Chthon,1
Chuum,Chthon,1
Aarl,Chthon,1
Trigger,Chthon,1
Reginald Bull,Digitalis Aura,3
Galbraith Deighton,Digitalis Aura,2
Lassel Domaschek,Digitalis Aura,1
Chthon,Digitalis Aura,3
Digitalis Aura,Digitalis Aura,3
Booker Tern,Digitalis Aura,1
Assaile Zimbalu,Digitalis Aura,1
Imger Schrodh,Digitalis Aura,1
Lai und Muai Nurgowa,Digitalis Aura,1
Roi Danton,Asco Chipon,1
Taurec,Asco Chipon,1
Asco Chipon,Asco Chipon,1
Tanya Oycka,Asco Chipon,1
Galt Aronoz,Asco Chipon,1
Ornila Morgan,Asco Chipon,1
Roi Danton,Tanya Oycka,1
Taurec,Tanya Oycka,1
Asco Chipon,Tanya Oycka,1
Tanya Oycka,Tanya Oycka,1
Galt Aronoz,Tanya Oycka,1
Ornila Morgan,Tanya Oycka,1
Roi Danton,Galt Aronoz,1
Taurec,Galt Aronoz,1
Asco Chipon,Galt Aronoz,1
Tanya Oycka,Galt Aronoz,1
Galt Aronoz,Galt Aronoz,1
Ornila Morgan,Galt Aronoz,1
Roi Danton,Ornila Morgan,1
Taurec,Ornila Morgan,1
Asco Chipon,Ornila Morgan,1
Tanya Oycka,Ornila Morgan,1
Galt Aronoz,Ornila Morgan,1
Ornila Morgan,Ornila Morgan,1
Reginald Bull,Booker Tern,1
Chthon,Booker Tern,1
Digitalis Aura,Booker Tern,1
Booker Tern,Booker Tern,1
Assaile Zimbalu,Booker Tern,1
Imger Schrodh,Booker Tern,1
Reginald Bull,Assaile Zimbalu,1
Chthon,Assaile Zimbalu,1
Digitalis Aura,Assaile Zimbalu,1
Booker Tern,Assaile Zimbalu,1
Assaile Zimbalu,Assaile Zimbalu,1
Imger Schrodh,Assaile Zimbalu,1
Reginald Bull,Imger Schrodh,1
Chthon,Imger Schrodh,1
Digitalis Aura,Imger Schrodh,1
Booker Tern,Imger Schrodh,1
Assaile Zimbalu,Imger Schrodh,1
Imger Schrodh,Imger Schrodh,1
Reginald Bull,Nanude,1
Ernst Ellert,Nanude,1
Nanude,Nanude,1
Balton Wyt,Nanude,1
Harno,Nanude,1
Perry Rhodan,Balton Wyt,4
Reginald Bull,Balton Wyt,4
Betty Toufry,Balton Wyt,1
Tako Kakuta,Balton Wyt,1
Gucky,Balton Wyt,4
ES,Balton Wyt,2
Ras Tschubai,Balton Wyt,1
Julian Tifflor,Balton Wyt,4
Atlan,Balton Wyt,3
Irmina Kotschistowa,Balton Wyt,1
Ernst Ellert,Balton Wyt,1
Nanude,Balton Wyt,1
Balton Wyt,Balton Wyt,13
Harno,Balton Wyt,2
André Noir,Balton Wyt,1
Belinda,Balton Wyt,1
Anson Argyris,Balton Wyt,2
Ribald Corello,Balton Wyt,5
Takvorian,Balton Wyt,1
Merceile,Balton Wyt,1
Regus Ferrin,Balton Wyt,1
Jenner Fox,Balton Wyt,1
Munkunk,Balton Wyt,2
Milli,Balton Wyt,2
Grandell,Balton Wyt,1
Captain Brasing Erpus,Balton Wyt,1
Herb Stotz,Balton Wyt,1
Oberst Kalan Zorkh,Balton Wyt,1
A-P1 genannt Basilowitsch,Balton Wyt,1
Phyl Amant,Balton Wyt,1
Kimray Wyt,Balton Wyt,1
Kalan Zorkh,Balton Wyt,1
Vascalo,Balton Wyt,1
Lesska Lokoshan,Balton Wyt,1
Powee Froud-Crofton,Balton Wyt,1
Tapmedie Ulpanius,Balton Wyt,1
Dalaimoc Rorvic,Balton Wyt,1
Rynka Hosprunow,Balton Wyt,1
Corkt Y'Xamterre,Balton Wyt,1
Nara Malinowa,Balton Wyt,1
Laire,Balton Wyt,1
Ellert/Ashdon,Balton Wyt,1
Perry Rhodan,Harno,7
Reginald Bull,Harno,4
Betty Toufry,Harno,1
Gucky,Harno,6
Ras Tschubai,Harno,1
Julian Tifflor,Harno,4
Alaska Saedelaere,Harno,1
Atlan,Harno,4
Ernst Ellert,Harno,1
Allan D. Mercant,Harno,1
Nanude,Harno,1
Balton Wyt,Harno,2
Harno,Harno,11
Homer G. Adams,Harno,2
Major Glenn Henderson,Harno,1
Captain Morath,Harno,1
Accutron Mspoern,Harno,1
Takvorian,Harno,1
Toronar Kasom,Harno,1
Hotrenor-Taak,Harno,2
Colonel Marcus Everson,Harno,1
Onot-Ellert,Harno,1
Sergeant Stootz,Harno,1
Falk Berntor,Harno,1
Varl Tembo,Harno,1
Ferman,Harno,1
Boyt Margor,Harno,1
Benjam,Harno,1
Jaylo Krehnagg,Harno,1
Aztekon,Harno,1
Kuman,Harno,1
Reginald Bull,Kourl Mattras,1
Julian Tifflor,Kourl Mattras,1
Galbraith Deighton,Kourl Mattras,1
Chthon,Kourl Mattras,1
Kourl Mattras,Kourl Mattras,1
Le So Te,Kourl Mattras,1
Reginald Bull,Le So Te,1
Julian Tifflor,Le So Te,1
Galbraith Deighton,Le So Te,1
Chthon,Le So Te,1
Kourl Mattras,Le So Te,1
Le So Te,Le So Te,1
Eric Weidenburn,Carwanhov,1
Parwondov,Carwanhov,3
Carwanhov,Carwanhov,3
Xerzewn,Carwanhov,2
Dronomon,Carwanhov,2
Aarn Valdecci,Carwanhov,1
Jotho Manahe,Carwanhov,1
Modulewn,Carwanhov,1
Quartson,Carwanhov,1
Halmsew,Carwanhov,1
