series,author,gender,author_pos,release_year,location_pos,location_name
Band 2580,Christian Montillon,male,a1,2011.0,l2,TZA'HANATH
Band 2581,Leo Lukas,male,a1,2011.0,l1,Nr. 453
Band 2582,Leo Lukas,male,a1,2011.0,l1,Folge 21
Band 2583,Arndt Ellmer,male,a1,2011.0,l1,TALIN ANTHURESTA
Band 2584,Frank Borsch,male,a1,2011.0,l1,TZA'HANATH
Band 2585,Frank Borsch,male,a1,2011.0,l1,TZA'HANATH
Band 2585,Frank Borsch,male,a1,2011.0,l2,Bra-Nok-Zo
Band 2585,Frank Borsch,male,a1,2011.0,l3,Duerchan
Band 2586,Wim Vandemaan,male,a1,2011.0,l1,Nr. 131
Band 2587,Christian Montillon,male,a1,2011.0,l1,Anthuresta
Band 2588,Arndt Ellmer,male,a1,2011.0,l1,Anthuresta
Band 2589,Arndt Ellmer,male,a1,2011.0,l1,Anthuresta
Band 259,H. G. Ewers,male,a1,1966.0,l1,Runaway
Band 259,H. G. Ewers,male,a1,1966.0,l2,Terminal
Band 2590,Michael Marcus Thurner,male,a1,2011.0,l1,Anthuresta
Band 2591,Michael Marcus Thurner,male,a1,2011.0,l1,Anthuresta
Band 2591,Michael Marcus Thurner,male,a1,2011.0,l2,Andromeda
Band 2592,Leo Lukas,male,a1,2011.0,l1,Anthuresta
Band 2593,Leo Lukas,male,a1,2011.0,l1,Anthuresta
Band 2594,Frank Borsch,male,a1,2011.0,l1,Anthuresta
Band 2595,Michael Marcus Thurner,male,a1,2011.0,l1,Anthuresta
Band 2596,Christian Montillon,male,a1,2011.0,l1,Solsystem
Band 2597,Christian Montillon,male,a1,2011.0,l1,Solsystem
Band 2597,Christian Montillon,male,a1,2011.0,l2,TALIN ANTHURESTA
Band 2598,Marc A. Herren,male,a1,2011.0,l1,TALIN ANTHURESTA
Band 2599,Marc A. Herren,male,a1,2011.0,l1,Anthuresta
Band 26,Clark Darlton,male,a1,1962.0,l1,Terra
Band 26,Clark Darlton,male,a1,1962.0,l2,Mars
Band 260,Kurt Mahr,male,a1,1966.0,l1,Andromeda
Band 260,Kurt Mahr,male,a1,1966.0,l2,History
Band 2600,Uwe Anton,male,a1,2011.0,l1,Terra
Band 2600,Uwe Anton,male,a1,2011.0,l2,Halo-System
Band 2600,Uwe Anton,male,a1,2011.0,l3,Materiebrücke von Chanda
Band 2600,Uwe Anton,male,a1,2011.0,l4,BASIS
Band 2600,Uwe Anton,male,a1,2011.0,l5,SAKANZI
Band 2601,Leo Lukas,male,a1,2011.0,l1,Materiebrücke von Chanda
Band 2601,Leo Lukas,male,a1,2011.0,l2,Morpheus-System
Band 2602,Michael Marcus Thurner,male,a1,2011.0,l1,Materiebrücke von Chanda
Band 2602,Michael Marcus Thurner,male,a1,2011.0,l2,Orontes
Band 2603,Michael Marcus Thurner,male,a1,2011.0,l1,Orontes
Band 2603,Michael Marcus Thurner,male,a1,2011.0,l2,Materiebrücke von Chanda
Band 2604,Wim Vandemaan,male,a1,2011.0,l1,Solsystem in der Anomalie
Band 2605,Verena Themsen,female,a1,2011.0,l1,Faland
Band 2606,Hubert Haensel,male,a1,2011.0,l1,Faland
Band 2607,Wim Vandemaan,male,a1,2011.0,l1,Terra
Band 2607,Wim Vandemaan,male,a1,2011.0,l2,Sol
Band 2608,Hubert Haensel,male,a1,2011.0,l1,Reich der Harmonie
Band 2609,Christian Montillon,male,a1,2011.0,l1,Reich der Harmonie
Band 261,Kurt Mahr,male,a1,1966.0,l1,History
Band 261,Kurt Mahr,male,a1,1966.0,l2,Multika
Band 2610,Christian Montillon,male,a1,2011.0,l1,Reich der Harmonie
Band 2611,Marc A. Herren,male,a1,2011.0,l1,Reich der Harmonie
Band 2612,Michael Marcus Thurner,male,a1,2011.0,l1,Chanda
Band 2613,Michael Marcus Thurner,male,a1,2011.0,l1,Chanda
Band 2614,Christian Montillon,male,a1,2011.0,l1,Chanda
Band 2615,Markus Heitz,male,a1,2011.0,l1,Chanda
Band 2616,Arndt Ellmer,male,a1,2011.0,l1,Sol
Band 2617,Hubert Haensel,male,a1,2011.0,l1,Sol
Band 2618,Verena Themsen,female,a1,2011.0,l1,Shathrona
Band 2619,Wim Vandemaan,male,a1,2011.0,l1,Gadomenäa
Band 262,William Voltz,male,a1,1966.0,l1,Andromeda
Band 2620,Christian Montillon,male,a1,2011.0,l1,Reich der Harmonie
Band 2621,Christian Montillon,male,a1,2011.0,l1,Reich der Harmonie
Band 2622,Uwe Anton,male,a1,2011.0,l1,Reich der Harmonie
Band 2623,Uwe Anton,male,a1,2011.0,l1,Reich der Harmonie
Band 2624,Arndt Ellmer,male,a1,2011.0,l1,Milchstraße
Band 2625,Hubert Haensel,male,a1,2011.0,l1,Maharani
Band 2626,Michael Marcus Thurner,male,a1,2011.0,l1,Milchstraße
Band 2627,Michael Marcus Thurner,male,a1,2011.0,l1,Milchstraße
Band 2628,Christian Montillon,male,a1,2011.0,l1,Chanda
Band 2629,Christian Montillon,male,a1,2012.0,l1,Chanda
Band 263,William Voltz,male,a1,1966.0,l1,Andromeda
Band 263,William Voltz,male,a1,1966.0,l2,Big Blue
Band 2630,Marc A. Herren,male,a1,2012.0,l1,Chanda
Band 2631,Marc A. Herren ,male,a1,2012.0,l1,Chanda
Band 2631,Christian Montillon,male,a2,2012.0,l1,Chanda
Band 2632,Wim Vandemaan,male,a1,2012.0,l1,Solsystem
Band 2633,Hubert Haensel,male,a1,2012.0,l1,Terra
Band 2634,Hubert Haensel,male,a1,2012.0,l1,Terra
Band 2635,Hans Kneifel,male,a1,2012.0,l1,Gadomenäa
Band 2636,Christian Montillon,male,a1,2012.0,l1,Chanda
Band 2637,Arndt Ellmer,male,a1,2012.0,l1,Chanda
Band 2638,Marc A. Herren,male,a1,2012.0,l1,Orontes
Band 2639,Hubert Haensel,male,a1,2012.0,l1,Chanda
Band 264,K. H. Scheer,male,a1,1966.0,l1,Andromeda
Band 264,K. H. Scheer,male,a1,1966.0,l2,Big Blue
Band 2640,Christian Montillon,male,a1,2012.0,l1,Reich der Harmonie
Band 2641,Michael Marcus Thurner,male,a1,2012.0,l1,Reich der Harmonie
Band 2642,Michael Marcus Thurner,male,a1,2012.0,l1,Reich der Harmonie
Band 2643,Christian Montillon,male,a1,2012.0,l1,Reich der Harmonie
Band 2644,Verena Themsen,female,a1,2012.0,l1,Terrania
Band 2645,Wim Vandemaan,male,a1,2012.0,l1,Anboleis
Band 2645,Wim Vandemaan,male,a1,2012.0,l2,Gadomenäa
Band 2646,Leo Lukas,male,a1,2012.0,l1,Terrania
Band 2647,Leo Lukas,male,a1,2012.0,l1,Terrania
Band 2647,Leo Lukas,male,a1,2012.0,l2,Kastell
Band 2648,Christian Montillon,male,a1,2012.0,l1,Chanda
Band 2649,Michael Marcus Thurner,male,a1,2012.0,l1,BASIS
Band 265,H. G. Ewers,male,a1,1966.0,l1,Solsystem
Band 265,H. G. Ewers,male,a1,1966.0,l2,Kahalo
Band 2650,Uwe Anton,male,a1,2012.0,l1,BASIS
Band 2651,Leo Lukas,male,a1,2012.0,l1,BASIS
Band 2652,Susan Schwartz,female,a1,2012.0,l1,Travnor
Band 2653,Hubert Haensel,male,a1,2012.0,l1,Arkon I
Band 2654,Hubert Haensel,male,a1,2012.0,l1,Urengoll
Band 2654,Hubert Haensel,male,a1,2012.0,l2,Blaues System
Band 2654,Hubert Haensel,male,a1,2012.0,l3,Maharani
Band 2654,Hubert Haensel,male,a1,2012.0,l4,Travnor
Band 2655,Arndt Ellmer,male,a1,2012.0,l1,Travnor
Band 2656,Wim Vandemaan,male,a1,2012.0,l1,Solsystem
Band 2657,Leo Lukas,male,a1,2012.0,l1,Solsystem
Band 2658,Verena Themsen,female,a1,2012.0,l1,Solsystem
Band 2659,Richard Dübell,male,a1,2012.0,l1,Terra
Band 2659,Richard Dübell,male,a1,2012.0,l2,Aures
Band 266,H. G. Ewers,male,a1,1966.0,l1,Washun
Band 266,H. G. Ewers,male,a1,1966.0,l2,Darak
Band 2660,Christian Montillon,male,a1,2012.0,l1,Kalter Raum / Do-Chan-Za
Band 2661,Uwe Anton,male,a1,2012.0,l1,LEUCHTKRAFT
Band 2662,Arndt Ellmer,male,a1,2012.0,l1,Chanda
Band 2663,Christian Montillon,male,a1,2012.0,l1,Chanda / Shikaqin-Riff
Band 2664,Hubert Haensel,male,a1,2012.0,l1,Nabeg-Sonnenfünfeck
Band 2664,Hubert Haensel,male,a1,2012.0,l2,Khamashnam-System
Band 2664,Hubert Haensel,male,a1,2012.0,l3,Mackurat
Band 2665,Marc A. Herren,male,a1,2012.0,l1,Theatrum-System
Band 2666,Arndt Ellmer,male,a1,2012.0,l1,Theatrum-System
Band 2667,Michael Marcus Thurner,male,a1,2012.0,l1,Maharani
Band 2667,Michael Marcus Thurner,male,a1,2012.0,l2,T9
Band 2667,Michael Marcus Thurner,male,a1,2012.0,l3,Aurora
Band 2667,Michael Marcus Thurner,male,a1,2012.0,l4,Trankun
Band 2668,Christian Montillon,male,a1,2012.0,l1,Dranat
Band 2668,Christian Montillon,male,a1,2012.0,l2,Sholoukanora
Band 2669,Marc A. Herren,male,a1,2012.0,l1,Karn-Legrek
Band 267,Kurt Mahr,male,a1,1966.0,l1,Kahalo
Band 267,Kurt Mahr,male,a1,1966.0,l2,Vario
Band 267,Kurt Mahr,male,a1,1966.0,l3,Big Blue-System
Band 2670,Marc A. Herren,male,a1,2012.0,l1,...
Band 2671,Christian Montillon,male,a1,2012.0,l1,...
Band 2672,Verena Themsen,female,a1,2012.0,l1,Terra
Band 2672,Verena Themsen,female,a1,2012.0,l2,Anomalie
Band 2673,Hubert Haensel,male,a1,2012.0,l1,Terrania
Band 2674,Uwe Anton,male,a1,2012.0,l1,Terra
Band 2674,Uwe Anton,male,a1,2012.0,l2,Druh
Band 2675,Wim Vandemaan,male,a1,2012.0,l1,Zyor Zopai
Band 2675,Wim Vandemaan,male,a1,2012.0,l2,Ephemere Pforte
Band 2676,Christian Montillon,male,a1,2012.0,l1,Chanda
Band 2677,Christian Montillon,male,a1,2012.0,l1,Chanda
Band 2678,Michael Marcus Thurner,male,a1,2012.0,l1,Chalkada
Band 2679,Marc A. Herren,male,a1,2012.0,l1,Chalkada
Band 268,Clark Darlton,male,a1,1966.0,l1,Kahalo
Band 268,Clark Darlton,male,a1,1966.0,l2,Vario
Band 268,Clark Darlton,male,a1,1966.0,l3,Redpoint-System
Band 2680,Arndt Ellmer,male,a1,2012.0,l1,Escalian
Band 2681,Leo Lukas,male,a1,2013.0,l1,Elicon
Band 2682,Michael Marcus Thurner,male,a1,2013.0,l1,Redondo-System
Band 2683,Uwe Anton,male,a1,2013.0,l1,Escalian
Band 2684,Marc A. Herren,male,a1,2013.0,l1,Lichtwirt-System
Band 2684,Marc A. Herren,male,a1,2013.0,l2,Neptun
Band 2685,Hubert Haensel,male,a1,2013.0,l1,Solsystem
Band 2686,Leo Lukas,male,a1,2013.0,l1,Terra
Band 2686,Leo Lukas,male,a1,2013.0,l2,Pareezad
Band 2687,Wim Vandemaan,male,a1,2013.0,l1,Terra / Pareezad
Band 2688,Arndt Ellmer,male,a1,2013.0,l1,Pean
Band 2689,Christian Montillon,male,a1,2013.0,l1,Pean
Band 269,Clark Darlton,male,a1,1966.0,l1,Kahalo
Band 2690,Marc A. Herren ,male,a1,2013.0,l1,Pean
Band 2691,Hubert Haensel,male,a1,2013.0,l1,Escalian
Band 2692,Leo Lukas,male,a1,2013.0,l1,Terra
Band 2692,Leo Lukas,male,a1,2013.0,l2,Saypor
Band 2692,Leo Lukas,male,a1,2013.0,l3,Rand der Anomalie
Band 2693,Susan Schwartz,female,a1,2013.0,l1,Escalian
Band 2694,Susan Schwartz,female,a1,2013.0,l1,Terrania
Band 2695,Michael Marcus Thurner,male,a1,2013.0,l1,Anomalie
Band 2695,Michael Marcus Thurner,male,a1,2013.0,l2,Faland
Band 2696,Hubert Haensel,male,a1,2013.0,l1,Escalian
Band 2697,Arndt Ellmer,male,a1,2013.0,l1,Escalian
Band 2698,Uwe Anton,male,a1,2013.0,l1,Escalian
Band 2699,Uwe Anton,male,a1,2013.0,l1,Escalian
Band 2699,Uwe Anton,male,a1,2013.0,l2,Anomalie
Band 27,Clark Darlton,male,a1,1962.0,l1,Terra
Band 27,Clark Darlton,male,a1,1962.0,l2,Mars
Band 270,K. H. Scheer,male,a1,1966.0,l1,Redpoint
Band 270,K. H. Scheer,male,a1,1966.0,l2,Tanos
Band 2700,Andreas Eschbach,male,a1,2013.0,l1,Terra
Band 2700,Andreas Eschbach,male,a1,2013.0,l2,Ghatamyz-Sektor
Band 2701,Christian Montillon,male,a1,2013.0,l1,Luna
Band 2702,Marc A. Herren,male,a1,2013.0,l1,Luna
Band 2703,Bernd Perplies,male,a1,2013.0,l1,Terra
Band 2703,Bernd Perplies,male,a1,2013.0,l2,KRUSENSTERN
Band 2704,Michael Marcus Thurner,male,a1,2013.0,l1,KO-selbstlos
Band 2704,Michael Marcus Thurner,male,a1,2013.0,l2,Solsystem
Band 2705,Michael Marcus Thurner,male,a1,2013.0,l1,Solsystem
Band 2705,Michael Marcus Thurner,male,a1,2013.0,l2,JULES VERNE
Band 2706,Michael Marcus Thurner,male,a1,2013.0,l1,Tephaya
Band 2707,Wim Vandemaan,male,a1,2013.0,l1,KRUSENSTERN
Band 2707,Wim Vandemaan,male,a1,2013.0,l2,Rhea
Band 2708,Arndt Ellmer,male,a1,2013.0,l1,Tefor
Band 2708,Christian Montillon,male,a2,2013.0,l1,Tefor
Band 2708,Arndt Ellmer,male,a1,2013.0,l2,ITHAFOR-5
Band 2708,Christian Montillon,male,a2,2013.0,l2,ITHAFOR-5
Band 2709,Susan Schwartz,female,a1,2013.0,l1,Tahun
Band 271,H. G. Ewers,male,a1,1966.0,l1,Pigell
Band 2710,Hubert Haensel,male,a1,2013.0,l1,Kamaad
Band 2711,Leo Lukas,male,a1,2013.0,l1,Kamaad
Band 2712,Marc A. Herren,male,a1,2013.0,l1,Luna
Band 2713,Christian Montillon,male,a1,2013.0,l1,Luna
Band 2714,Uwe Anton,male,a1,2013.0,l1,Ghatamyz-System
Band 2714,Uwe Anton,male,a1,2013.0,l2,Quinto-Center
Band 2715,Uwe Anton,male,a1,2013.0,l1,Ghatamyz-System
Band 2716,Wim Vandemaan,male,a1,2013.0,l1,San-System / JERGALL / GALILEO / an Bord der PRECVER / FATICO
Band 2717,Susan Schwartz,female,a1,2013.0,l1,Arkon-System
Band 2717,Susan Schwartz,female,a1,2013.0,l2,Quinto-Center
Band 2718,Hubert Haensel,male,a1,2013.0,l1,Arkon-System
Band 2719,Verena Themsen,female,a1,2013.0,l1,Arkon-System
Band 272,H. G. Ewers,male,a1,1966.0,l1,Pigell
Band 2720,Uwe Anton,male,a1,2013.0,l1,Helitas-System
Band 2721,Leo Lukas,male,a1,2013.0,l1,Solsystem
Band 2722,Michael Marcus Thurner,male,a1,2013.0,l1,Istanbul
Band 2723,Michael Marcus Thurner,male,a1,2013.0,l1,Terrania
Band 2723,Michael Marcus Thurner,male,a1,2013.0,l2,Istanbul
Band 2724,Wim Vandemaan,male,a1,2013.0,l1,Terrania
Band 2724,Wim Vandemaan,male,a1,2013.0,l2,Tender LORETTA-56
Band 2725,Christian Montillon,male,a1,2013.0,l1,Tefor
Band 2726,Christian Montillon,male,a1,2013.0,l1,Apsuma
Band 2727,Michelle Stern,male,a1,2013.0,l1,Luna
Band 2728,Michelle Stern,male,a1,2013.0,l1,Luna
Band 2729,Marc A. Herren,male,a1,2013.0,l1,Zaltertepe
Band 2729,Marc A. Herren,male,a1,2013.0,l2,Kreit-System
Band 2729,Marc A. Herren,male,a1,2013.0,l3,Neu-Ganymed
Band 2729,Marc A. Herren,male,a1,2013.0,l4,Aurora
Band 2729,Marc A. Herren,male,a1,2013.0,l5,Hyperon-Gal-Süd
Band 273,William Voltz,male,a1,1966.0,l1,Godlar
Band 2730,Oliver Fröhlich,male,a1,2013.0,l1,Terrania
Band 2730,Oliver Fröhlich,male,a1,2013.0,l2,Venus
Band 2731,Michael Marcus Thurner,male,a1,2013.0,l1,Bootasha
Band 2732,Uwe Anton,male,a1,2013.0,l1,Ausgabe 472
Band 2733,Michael Nagula,male,a1,2014.0,l1,491
Band 2734,Uwe Anton,male,a1,2014.0,l1,Folge 40
Band 2735,Leo Lukas,male,a1,2014.0,l1,»KO-selbstlos« von Andreas Weiß(Abbildung)
Band 2736,Hubert Haensel,male,a1,2014.0,l1,Ausgabe 473
Band 2737,Susan Schwartz,female,a1,2014.0,l1,492
Band 2738,Susan Schwartz,female,a1,2014.0,l1,Nr. 149
Band 2739,Uwe Anton,male,a1,2014.0,l1,»Space-Jet der ROMULUS-Klasse« von Johannes Fischer(Abbildung)
Band 274,William Voltz,male,a1,1966.0,l1,Terra
Band 2740,Arndt Ellmer,male,a1,2014.0,l1,Aurora
Band 2740,Arndt Ellmer,male,a1,2014.0,l2,Noros
Band 2741,Christian Montillon,male,a1,2014.0,l1,Aurora
Band 2742,Leo Lukas,male,a1,2014.0,l1,Yo
Band 2743,Michelle Stern,male,a1,2014.0,l1,Luna
Band 2744,Verena Themsen,female,a1,2014.0,l1,Arkon I
Band 2745,Uwe Anton,male,a1,2014.0,l1,Maharani
Band 2745,Uwe Anton,male,a1,2014.0,l2,Culsu
Band 2745,Uwe Anton,male,a1,2014.0,l3,Vysninc
Band 2746,Marc A. Herren,male,a1,2014.0,l1,Yogul-System
Band 2746,Marc A. Herren,male,a1,2014.0,l2,Omega Centauri
Band 2746,Marc A. Herren,male,a1,2014.0,l3,Talos
Band 2747,Wim Vandemaan,male,a1,2014.0,l1,Terra
Band 2748,Michael Marcus Thurner,male,a1,2014.0,l1,Ausgabe 476
Band 2749,Michael Marcus Thurner,male,a1,2014.0,l1,495
Band 275,Clark Darlton,male,a1,1966.0,l1,Barkon
Band 2750,Uwe Anton,male,a1,2014.0,l1,Terra
Band 2750,Uwe Anton,male,a1,2014.0,l2,Sektor Morgenrot
Band 2750,Uwe Anton,male,a1,2014.0,l3,Leerraum nahe AIKKAUD
Band 2751,Leo Lukas,male,a1,2014.0,l1,AIKKAUD
Band 2752,Hubert Haensel,male,a1,2014.0,l1,Ausgabe 477
Band 2753,Michelle Stern,male,a1,2014.0,l1,496
Band 2754,Michelle Stern,male,a1,2014.0,l1,Nr. 151
Band 2754,Christian Montillon,male,a2,2014.0,l1,Nr. 151
Band 2755,Michael Marcus Thurner,male,a1,2014.0,l1,»Terranische Technik – MVH-Sublicht-Geschütz« von Johannes Fischer(Abbildung)
Band 2756,Marc A. Herren,male,a1,2014.0,l1,Die RAS TSCHUBAI (VI)
Band 2757,Tanja Kinkel,female,a1,2014.0,l1,Gloster
Band 2758,Gisbert Haefs,male,a1,2014.0,l1,Helitas-System
Band 2759,Christian Montillon,male,a1,2014.0,l1,Phanwaner
Band 276,Kurt Mahr,male,a1,1966.0,l1,Andromeda
Band 276,Kurt Mahr,male,a1,1966.0,l2,Milchstraße
Band 2760,Leo Lukas,male,a1,2014.0,l1,Everblack
Band 2761,Hubert Haensel,male,a1,2014.0,l1,Suaraan
Band 2762,Michael Marcus Thurner,male,a1,2014.0,l1,Suaraan
Band 2763,Verena Themsen,female,a1,2014.0,l1,Baagsystem
Band 2764,Christian Montillon,male,a1,2014.0,l1,Larhatoon
Band 2764,Christian Montillon,male,a1,2014.0,l2,Vi
Band 2765,Christian Montillon,male,a1,2014.0,l1,Larhatoon
Band 2765,Christian Montillon,male,a1,2014.0,l2,Volterhagen
Band 2766,Hubert Haensel,male,a1,2014.0,l1,Larhatoon
Band 2767,Caroline Brandt,female,a1,2014.0,l1,Larhatoon
Band 2768,Oliver Fröhlich,male,a1,2014.0,l1,Sigolatwelt
Band 2769,Rainer Castor,male,a1,2014.0,l1,Ekhas
Band 2769,Rainer Castor,male,a1,2014.0,l2,Quinto-Center
Band 2769,Rainer Castor,male,a1,2014.0,l3,YART FULGEN
Band 277,K. H. Scheer,male,a1,1966.0,l1,Terra
Band 277,K. H. Scheer,male,a1,1966.0,l2,Profus
Band 2770,Christian Montillon,male,a1,2014.0,l1,Tefor
Band 2771,Wim Vandemaan,male,a1,2014.0,l1,Allema
Band 2772,Michelle Stern,male,a1,2014.0,l1,Vlaera
Band 2773,Michael Marcus Thurner,male,a1,2014.0,l1,Vlaera
Band 2774,Hubert Haensel,male,a1,2014.0,l1,Khochd-System
Band 2775,Oliver Fröhlich,male,a1,2014.0,l1,Shyor
Band 2776,Uwe Anton,male,a1,2014.0,l1,Shyor
Band 2777,Michael Marcus Thurner,male,a1,2014.0,l1,Pha Gashapar
Band 2777,Michael Marcus Thurner,male,a1,2014.0,l2,Tann
Band 2778,Michael Marcus Thurner,male,a1,2014.0,l1,Andro-Gamma
Band 2778,Michael Marcus Thurner,male,a1,2014.0,l2,Wanderer
Band 2779,Michael Marcus Thurner,male,a1,2014.0,l1,Wanderer
Band 2779,Michael Marcus Thurner,male,a1,2014.0,l2,Pha Gashapar
Band 278,William Voltz,male,a1,1966.0,l1,Vario
Band 2780,Verena Themsen,female,a1,2014.0,l1,Halut
Band 2781,Michelle Stern,male,a1,2014.0,l1,Halut
Band 2782,Susan Schwartz,female,a1,2014.0,l1,Everblack
Band 2783,Hubert Haensel,male,a1,2014.0,l1,50.000
Band 2783,Hubert Haensel,male,a1,2014.0,l2,Sevcora-Collnyz
Band 2784,Leo Lukas,male,a1,2014.0,l1,Larhatoon
Band 2785,Leo Lukas,male,a1,2015.0,l1,Larhatoon
Band 2786,Uwe Anton,male,a1,2015.0,l1,Larhatoon
Band 2787,Christian Montillon,male,a1,2015.0,l1,Olymp
Band 2788,Christian Montillon,male,a1,2015.0,l1,Gäa
Band 2789,Michael Marcus Thurner,male,a1,2015.0,l1,Ptishsystem
Band 279,William Voltz,male,a1,1967.0,l1,Vario
Band 2790,Michelle Stern,male,a1,2015.0,l1,Connoort
Band 2791,Uwe Anton,male,a1,2015.0,l1,Baagsystem
Band 2792,Uwe Anton,male,a1,2015.0,l1,Baagsystem
Band 2793,Oliver Fröhlich,male,a1,2015.0,l1,Terrania
Band 2794,Michelle Stern,male,a1,2015.0,l1,Terra
Band 2794,Michelle Stern,male,a1,2015.0,l2,Sol
Band 2795,Wim Vandemaan,male,a1,2015.0,l1,Allema
Band 2795,Wim Vandemaan,male,a1,2015.0,l2,Ockhams Welt
Band 2796,Leo Lukas,male,a1,2015.0,l1,Neo-Ganymed
Band 2796,Leo Lukas,male,a1,2015.0,l2,Naatsdraan
Band 2797,Leo Lukas,male,a1,2015.0,l1,Naatasystem
Band 2797,Leo Lukas,male,a1,2015.0,l2,Baagsystem
Band 2798,Oliver Fröhlich,male,a1,2015.0,l1,Naatasystem
Band 2798,Oliver Fröhlich,male,a1,2015.0,l2,CHUVANC
Band 2799,Oliver Fröhlich,male,a1,2015.0,l1,Naatasystem
Band 2799,Christian Montillon,male,a2,2015.0,l1,Naatasystem
Band 2799,Oliver Fröhlich,male,a1,2015.0,l2,Baagsystem
Band 2799,Christian Montillon,male,a2,2015.0,l2,Baagsystem
Band 28,K. H. Scheer,male,a1,1962.0,l1,Terra
Band 280,H. G. Ewers,male,a1,1967.0,l1,Ojun
Band 280,H. G. Ewers,male,a1,1967.0,l2,Gleam
Band 280,H. G. Ewers,male,a1,1967.0,l3,Terra
Band 2800,Michelle Stern,male,a1,2015.0,l1,Milchstraße
Band 2801,Uwe Anton,male,a1,2015.0,l1,Achalabat-System
Band 2802,Hubert Haensel,male,a1,2015.0,l1,Vennbacc
Band 2803,Marc A. Herren,male,a1,2015.0,l1,Vennbacc
Band 2804,Michael Marcus Thurner,male,a1,2015.0,l1,Mitraiasystem
Band 2805,Michael Marcus Thurner,male,a1,2015.0,l1,Kerout
Band 2805,Michael Marcus Thurner,male,a1,2015.0,l2,Zeedun
Band 2806,Christian Montillon,male,a1,2015.0,l1,Zeitriss nahe Boscyks Stern
Band 2807,Leo Lukas,male,a1,2015.0,l1,Swoofon
Band 2808,Marc A. Herren,male,a1,2015.0,l1,u.a. Hapatash-Wolke
Band 2808,Marc A. Herren,male,a1,2015.0,l2,Pharyxsystem
Band 2809,Oliver Fröhlich,male,a1,2015.0,l1,Milchstraße
Band 281,H. G. Ewers,male,a1,1967.0,l1,Terra
Band 2810,Uwe Anton,male,a1,2015.0,l1,Laudhgast
Band 2811,Wim Vandemaan,male,a1,2015.0,l1,Baagsystem
Band 2812,Andreas Eschbach,male,a1,2015.0,l1,Synchronie
Band 2812,Andreas Eschbach,male,a1,2015.0,l2,Baagsystem
Band 2812,Andreas Eschbach,male,a1,2015.0,l3,Thiasan III
Band 2813,Andreas Eschbach,male,a1,2015.0,l1,Ferrol
Band 2813,Andreas Eschbach,male,a1,2015.0,l2,Lemur
Band 2814,Verena Themsen,female,a1,2015.0,l1,Suen
Band 2815,Verena Themsen,female,a1,2015.0,l1,Neo-Ganymed (»Suen«)
Band 2816,Oliver Fröhlich,male,a1,2015.0,l1,Mitraiasystem
Band 2817,Rainer Castor,male,a1,2015.0,l1,Sheheena
Band 2818,Christian Montillon,male,a1,2015.0,l1,Mitraiasystem
Band 2819,Uwe Anton,male,a1,2015.0,l1,Mitraiasystem
Band 2819,Uwe Anton,male,a1,2015.0,l2,Wegasystem
Band 282,Clark Darlton,male,a1,1967.0,l1,Terra
Band 282,Clark Darlton,male,a1,1967.0,l2,Jago III
Band 2820,Michelle Stern,male,a1,2015.0,l1,ATLANC in der Synchronie
Band 2821,Marc A. Herren,male,a1,2015.0,l1,Synchronie
Band 2822,Michael Marcus Thurner,male,a1,2015.0,l1,Synchronie
Band 2823,Leo Lukas,male,a1,2015.0,l1,Andrabasch
Band 2824,Robert Corvus,male,a1,2015.0,l1,Milchstraße
Band 2824,Robert Corvus,male,a1,2015.0,l2,Fälveym
Band 2825,Robert Corvus,male,a1,2015.0,l1,Eyyo
Band 2826,Uwe Anton,male,a1,2015.0,l1,Europa
Band 2827,Christian Montillon,male,a1,2015.0,l1,Medusa
Band 2828,Michael Marcus Thurner,male,a1,2015.0,l1,Andrabasch
Band 2829,Michelle Stern,male,a1,2015.0,l1,Andrabasch
Band 283,Kurt Mahr,male,a1,1967.0,l1,Grahat
Band 2830,Hubert Haensel,male,a1,2015.0,l1,Andrabasch
Band 2831,Marc A. Herren,male,a1,2015.0,l1,Andrabasch
Band 2831,Marc A. Herren,male,a1,2015.0,l2,WEYD'SHAN
Band 2832,Marc A. Herren,male,a1,2015.0,l1,Andrabasch
Band 2832,Marc A. Herren,male,a1,2015.0,l2,ATLANC
Band 2833,Oliver Fröhlich,male,a1,2015.0,l1,Noularhatoon
Band 2834,Michael Marcus Thurner,male,a1,2015.0,l1,Noular
Band 2835,Michael Marcus Thurner,male,a1,2015.0,l1,Noular
Band 2835,Michael Marcus Thurner,male,a1,2015.0,l2,Khangsystem
Band 2836,Michelle Stern,male,a1,2015.0,l1,Noularhatoon
Band 2837,Uwe Anton,male,a1,2015.0,l1,Olymp
Band 2837,Uwe Anton,male,a1,2015.0,l2,Ardin-System
Band 2838,Leo Lukas,male,a1,2016.0,l1,Epsaler / Leticron / Schrödingers Katze
Band 2839,Leo Lukas,male,a1,2016.0,l1,Gallagher
Band 2839,Leo Lukas,male,a1,2016.0,l2,Medusa
Band 284,William Voltz,male,a1,1967.0,l1,Terra
Band 2840,Hubert Haensel,male,a1,2016.0,l1,Terra
Band 2840,Hubert Haensel,male,a1,2016.0,l2,Yogulsystem
Band 2841,Michelle Stern,male,a1,2016.0,l1,Sturmland
Band 2842,Michelle Stern,male,a1,2016.0,l1,Sturmland
Band 2843,Michael Nagula,male,a1,2016.0,l1,Choinasystem
Band 2844,Michael Marcus Thurner,male,a1,2016.0,l1,Milchstraße
