series,author,gender,author_pos,release_year,location_pos,location_name
Band 2344,Arndt Ellmer,male,a1,2006.0,l2,Trakarat
Band 2345,Arndt Ellmer,male,a1,2006.0,l1,Oaghonyr
Band 2346,Christian Montillon,male,a1,2006.0,l1,Dina Baca
Band 2346,Christian Montillon,male,a1,2006.0,l2,Terra
Band 2347,Christian Montillon,male,a1,2006.0,l1,Rosella Rosado
Band 2348,Hubert Haensel,male,a1,2006.0,l1,Terrania
Band 2348,Hubert Haensel,male,a1,2006.0,l2,Solsystem
Band 2349,Hubert Haensel,male,a1,2006.0,l1,Solsystem
Band 235,William Voltz,male,a1,1966.0,l1,Andro-Beta
Band 235,William Voltz,male,a1,1966.0,l2,Moby-Tolot
Band 2350,Uwe Anton,male,a1,2006.0,l1,Solsystem; unbekanntes Universum
Band 2351,Uwe Anton,male,a1,2006.0,l1,Solsystem
Band 2351,Uwe Anton,male,a1,2006.0,l2,Eud'y-Asor-Jaroso u. a.
Band 2352,Hans Kneifel,male,a1,2006.0,l1,Solsystem
Band 2352,Hans Kneifel,male,a1,2006.0,l2,Drorah
Band 2353,Horst Hoffmann,male,a1,2006.0,l1,Drorah
Band 2353,Horst Hoffmann,male,a1,2006.0,l2,Xölyar
Band 2354,Arndt Ellmer,male,a1,2006.0,l1,TRAIGOT 1982
Band 2355,Arndt Ellmer,male,a1,2006.0,l1,TRAIGOT 1982
Band 2355,Arndt Ellmer,male,a1,2006.0,l2,Akon-System
Band 2356,Christian Montillon,male,a1,2006.0,l1,Hallie-Loght
Band 2356,Christian Montillon,male,a1,2006.0,l2,Rosella Rosado
Band 2357,Michael Marcus Thurner,male,a1,2006.0,l1,Vibe-Lotoi
Band 2358,Leo Lukas,male,a1,2006.0,l1,XIX. Kosmität
Band 2358,Leo Lukas,male,a1,2006.0,l2,Vibe-Lotoi
Band 2359,Michael Marcus Thurner,male,a1,2006.0,l1,Vibe-Lotoi
Band 236,William Voltz,male,a1,1966.0,l1,Andro-Beta
Band 236,William Voltz,male,a1,1966.0,l2,Moby-Tolot
Band 2360,Uwe Anton,male,a1,2006.0,l1,Hayok
Band 2360,Uwe Anton,male,a1,2006.0,l2,Solsystem
Band 2361,Arndt Ellmer,male,a1,2006.0,l1,Quinto-Center
Band 2361,Arndt Ellmer,male,a1,2006.0,l2,Devolter-System
Band 2361,Arndt Ellmer,male,a1,2006.0,l3,Solsystem
Band 2362,Horst Hoffmann,male,a1,2006.0,l1,Hayok
Band 2362,Horst Hoffmann,male,a1,2006.0,l2,CRULT
Band 2362,Horst Hoffmann,male,a1,2006.0,l3,LEIF ERIKSSON II
Band 2363,Horst Hoffmann,male,a1,2006.0,l1,Hayok
Band 2363,Horst Hoffmann,male,a1,2006.0,l2,CRULT
Band 2363,Horst Hoffmann,male,a1,2006.0,l3,LEIF ERIKSSON II
Band 2364,Christian Montillon,male,a1,2006.0,l1,Kharag-Stahlwelt
Band 2364,Christian Montillon,male,a1,2006.0,l2,Omega Centauri
Band 2365,Christian Montillon,male,a1,2006.0,l1,Kharag-Stahlwelt
Band 2365,Christian Montillon,male,a1,2006.0,l2,Kharmuu
Band 2366,Arndt Ellmer,male,a1,2006.0,l1,Anghur Al-Tare
Band 2366,Arndt Ellmer,male,a1,2006.0,l2,Kharag-Stahlwelt
Band 2366,Arndt Ellmer,male,a1,2006.0,l3,EDMOND HALLEY
Band 2367,Arndt Ellmer,male,a1,2006.0,l1,Anghur Al-Tare
Band 2368,Rainer Castor,male,a1,2007.0,l1,Omega Centauri
Band 2369,Michael Marcus Thurner,male,a1,2007.0,l1,Nagigal-System
Band 237,Kurt Mahr,male,a1,1966.0,l1,Andro-Beta
Band 2370,Michael Marcus Thurner,male,a1,2007.0,l1,Nagigal-System
Band 2371,Horst Hoffmann,male,a1,2007.0,l1,Nagigal-System
Band 2372,Christian Montillon,male,a1,2007.0,l1,Hagu Errico
Band 2372,Christian Montillon,male,a1,2007.0,l2,Errico-System
Band 2373,Arndt Ellmer,male,a1,2007.0,l1,Errico-System
Band 2374,Hubert Haensel,male,a1,2007.0,l1,M 13
Band 2375,Hubert Haensel,male,a1,2007.0,l1,Iprasa
Band 2375,Hubert Haensel,male,a1,2007.0,l2,Arkon I
Band 2376,Leo Lukas,male,a1,2007.0,l1,Terrania
Band 2377,Christian Montillon,male,a1,2007.0,l1,Terrania
Band 2378,Christian Montillon,male,a1,2007.0,l1,Terrania
Band 2379,Arndt Ellmer,male,a1,2007.0,l1,Terrania
Band 238,K. H. Scheer,male,a1,1966.0,l1,Andro-Beta
Band 2380,Horst Hoffmann,male,a1,2007.0,l1,Solsystem
Band 2381,Uwe Anton,male,a1,2007.0,l1,Dengejaa Uveso
Band 2382,Uwe Anton,male,a1,2007.0,l1,Dengejaa Uveso
Band 2383,Michael Nagula,male,a1,2007.0,l1,Luna
Band 2384,Michael Marcus Thurner,male,a1,2007.0,l1,Gulver-Duo
Band 2385,Horst Hoffmann,male,a1,2007.0,l1,Orellana-Sternhaufen
Band 2386,Michael Marcus Thurner,male,a1,2007.0,l1,Orellana-Sternhaufen
Band 2387,Hubert Haensel,male,a1,2007.0,l1,Orellana-Sternhaufen
Band 2388,Christian Montillon,male,a1,2007.0,l1,Halo von Hangay
Band 2389,Uwe Anton,male,a1,2007.0,l1,Halo von Hangay
Band 239,Clark Darlton,male,a1,1966.0,l1,Andro-Beta
Band 239,Clark Darlton,male,a1,1966.0,l2,Destroy
Band 2390,Arndt Ellmer,male,a1,2007.0,l1,Halo von Hangay
Band 2391,Wim Vandemaan,male,a1,2007.0,l1,Jonathon
Band 2392,Michael Marcus Thurner,male,a1,2007.0,l1,AHUR
Band 2392,Michael Marcus Thurner,male,a1,2007.0,l2,Inkar-Durn
Band 2393,Horst Hoffmann,male,a1,2007.0,l1,??
Band 2394,Arndt Ellmer,male,a1,2007.0,l1,??
Band 2395,Arndt Ellmer,male,a1,2007.0,l1,Spektrale Inselstaaten
Band 2396,Hubert Haensel,male,a1,2007.0,l1,Isla Bartolomé
Band 2396,Hubert Haensel,male,a1,2007.0,l2,Kharag-Sonnendodekaeder
Band 2397,Hubert Haensel,male,a1,2007.0,l1,Kharag-Sonnendodekaeder und ZEUT-80
Band 2398,Uwe Anton,male,a1,2007.0,l1,Kharag-Sonnendodekaeder
Band 2399,Uwe Anton,male,a1,2007.0,l1,Jiapho-Duo
Band 24,Kurt Mahr,male,a1,1962.0,l1,Venus
Band 240,H. G. Ewers,male,a1,1966.0,l1,Andro-Beta
Band 240,H. G. Ewers,male,a1,1966.0,l2,Arctis
Band 2400,Robert Feldhoff,male,a1,2007.0,l1,Sol
Band 2400,Robert Feldhoff,male,a1,2007.0,l2,Oaghonyr
Band 2401,Michael Marcus Thurner,male,a1,2007.0,l1,LAOMARK
Band 2401,Michael Marcus Thurner,male,a1,2007.0,l2,JULES VERNE
Band 2402,Christian Montillon,male,a1,2007.0,l1,LAOMARK
Band 2402,Christian Montillon,male,a1,2007.0,l2,GESETZ-Geber
Band 2403,Christian Montillon,male,a1,2007.0,l1,CHEOS-TAI
Band 2404,Arndt Ellmer,male,a1,2007.0,l1,Phariske-Erigon
Band 2405,Horst Hoffmann,male,a1,2007.0,l1,Phariske-Erigon
Band 2406,Wim Vandemaan,male,a1,2007.0,l1,Phariske-Erigon
Band 2407,Hubert Haensel,male,a1,2007.0,l1,Phariske-Erigon
Band 2408,Christian Montillon,male,a1,2007.0,l1,RICHARD BURTON
Band 2409,Leo Lukas,male,a1,2007.0,l1,Grenzwall Hangay
Band 241,William Voltz,male,a1,1966.0,l1,Andro-Beta
Band 241,William Voltz,male,a1,1966.0,l2,Gleam
Band 2410,Horst Hoffmann,male,a1,2007.0,l1,Außenbereich von Hangay
Band 2411,Leo Lukas,male,a1,2007.0,l1,Schwinge-von-Raffat
Band 2411,Leo Lukas,male,a1,2007.0,l2,Koh-Raffat-System
Band 2411,Leo Lukas,male,a1,2007.0,l3,RICHARD BURTON
Band 2412,Susan Schwartz,female,a1,2007.0,l1,Milchstraße
Band 2412,Susan Schwartz,female,a1,2007.0,l2,Carina-Nebel
Band 2413,Arndt Ellmer,male,a1,2007.0,l1,Skapalm-Bark DERUFUS
Band 2414,Michael Marcus Thurner,male,a1,2007.0,l1,Skapalm-Bark DERUFUS
Band 2415,Hubert Haensel,male,a1,2007.0,l1,Skapalm-Bark DERUFUS
Band 2416,Christian Montillon,male,a1,2007.0,l1,Hangay
Band 2417,Horst Hoffmann,male,a1,2007.0,l1,RICHARD BURTON
Band 2418,Arndt Ellmer,male,a1,2007.0,l1,RICHARD BURTON
Band 2418,Arndt Ellmer,male,a1,2007.0,l2,Kalifurn
Band 2418,Arndt Ellmer,male,a1,2007.0,l3,das Scoutschiff von Farick Gilitt
Band 2419,Leo Lukas,male,a1,2007.0,l1,SOL
Band 2419,Leo Lukas,male,a1,2007.0,l2,Hangay
Band 242,William Voltz,male,a1,1966.0,l1,Andro-Beta
Band 242,William Voltz,male,a1,1966.0,l2,Gleam
Band 2420,Christian Montillon,male,a1,2008.0,l1,JULES VERNE
Band 2421,Horst Hoffmann,male,a1,2008.0,l1,Tare-Minor
Band 2422,Arndt Ellmer,male,a1,2008.0,l1,INTAZO
Band 2423,Arndt Ellmer,male,a1,2008.0,l1,INTAZO
Band 2424,Hubert Haensel,male,a1,2008.0,l1,JULES VERNE und SIAH im INTAZO
Band 2425,Michael Marcus Thurner,male,a1,2008.0,l1,INTAZO
Band 2426,Uwe Anton,male,a1,2008.0,l1,Solsystem
Band 2426,Uwe Anton,male,a1,2008.0,l2,Rosella-Rosado-System
Band 2426,Uwe Anton,male,a1,2008.0,l3,Ambriador
Band 2426,Uwe Anton,male,a1,2008.0,l4,Andromeda
Band 2426,Uwe Anton,male,a1,2008.0,l5,Pinwheel
Band 2427,Uwe Anton,male,a1,2008.0,l1,Andromeda
Band 2427,Uwe Anton,male,a1,2008.0,l2,Ambriador
Band 2428,Horst Hoffmann,male,a1,2008.0,l1,Ata Thageno
Band 2429,Arndt Ellmer,male,a1,2008.0,l1,Ata Thageno
Band 243,Kurt Mahr,male,a1,1966.0,l1,Andro-Beta
Band 243,Kurt Mahr,male,a1,1966.0,l2,Gleam
Band 2430,Arndt Ellmer,male,a1,2008.0,l1,Ata Thageno
Band 2431,Horst Hoffmann,male,a1,2008.0,l1,Ata Thageno
Band 2432,Hubert Haensel,male,a1,2008.0,l1,INTAZO
Band 2432,Hubert Haensel,male,a1,2008.0,l2,Tare-Scharm
Band 2433,Wim Vandemaan,male,a1,2008.0,l1,Tare-Scharm
Band 2434,Michael Marcus Thurner,male,a1,2008.0,l1,Tare-Scharm
Band 2434,Michael Marcus Thurner,male,a1,2008.0,l2,Tarquina
Band 2435,Michael Marcus Thurner,male,a1,2008.0,l1,Tarquina
Band 2436,Uwe Anton,male,a1,2008.0,l1,Solsystem
Band 2436,Uwe Anton,male,a1,2008.0,l2,Stardust-System
Band 2437,Uwe Anton,male,a1,2008.0,l1,Solsystem
Band 2437,Uwe Anton,male,a1,2008.0,l2,Stardust-System
Band 2438,Hubert Haensel,male,a1,2008.0,l1,Solsystem
Band 2438,Hubert Haensel,male,a1,2008.0,l2,Stardust-System
Band 2439,Hubert Haensel,male,a1,2008.0,l1,Solsystem
Band 2439,Hubert Haensel,male,a1,2008.0,l2,Stardust-System
Band 244,Clark Darlton,male,a1,1966.0,l1,Andro-Beta
Band 2440,Leo Lukas,male,a1,2008.0,l1,Hangay
Band 2441,Leo Lukas,male,a1,2008.0,l1,Hangay
Band 2442,Arndt Ellmer,male,a1,2008.0,l1,Hangay
Band 2443,Christian Montillon,male,a1,2008.0,l1,Hangay
Band 2444,Michael Marcus Thurner,male,a1,2008.0,l1,Tarquina
Band 2445,Horst Hoffmann,male,a1,2008.0,l1,JULES VERNE
Band 2446,Uwe Anton,male,a1,2008.0,l1,JULES VERNE
Band 2446,Uwe Anton,male,a1,2008.0,l2,Tir-Tair-Sektor
Band 2446,Uwe Anton,male,a1,2008.0,l3,Negane Stadt
Band 2447,Uwe Anton,male,a1,2008.0,l1,Negane Stadt
Band 2448,Hubert Haensel,male,a1,2008.0,l1,Tare-Scharm
Band 2449,Hubert Haensel,male,a1,2008.0,l1,Margin-Chrilox
Band 245,K. H. Scheer,male,a1,1966.0,l1,Andro-Beta
Band 2450,Robert Feldhoff,male,a1,2008.0,l1,Margin-Chrilox
Band 2450,Robert Feldhoff,male,a1,2008.0,l2,Evolux
Band 2451,Michael Marcus Thurner,male,a1,2008.0,l1,Evolux
Band 2452,Christian Montillon,male,a1,2008.0,l1,Evolux
Band 2453,Christian Montillon,male,a1,2008.0,l1,Evolux
Band 2454,Horst Hoffmann,male,a1,2008.0,l1,Thestos
Band 2455,Uwe Anton,male,a1,2008.0,l1,Evolux
Band 2456,Arndt Ellmer,male,a1,2008.0,l1,Terra
Band 2457,Arndt Ellmer,male,a1,2008.0,l1,Solsystem
Band 2457,Arndt Ellmer,male,a1,2008.0,l2,Awful-System
Band 2458,Leo Lukas,male,a1,2008.0,l1,Terra
Band 2458,Leo Lukas,male,a1,2008.0,l2,Liforno
Band 2459,Wim Vandemaan,male,a1,2008.0,l1,Hundertsonnenwelt
Band 246,H. G. Ewers,male,a1,1966.0,l1,Andro-Beta
Band 2460,Horst Hoffmann,male,a1,2008.0,l1,Hangay
Band 2461,Horst Hoffmann,male,a1,2008.0,l1,Hangay
Band 2462,Leo Lukas,male,a1,2008.0,l1,Hangay
Band 2463,Uwe Anton,male,a1,2008.0,l1,Win-Alpha
Band 2463,Uwe Anton,male,a1,2008.0,l2,Hangay
Band 2464,Arndt Ellmer,male,a1,2008.0,l1,CHEOS-TAI
Band 2465,Hubert Haensel,male,a1,2008.0,l1,CHEOS-TAI
Band 2466,Michael Marcus Thurner,male,a1,2008.0,l1,JULES VERNE
Band 2466,Michael Marcus Thurner,male,a1,2008.0,l2,CHEOS-TAI
Band 2467,Christian Montillon,male,a1,2008.0,l1,CHEOS-TAI
Band 2468,Uwe Anton,male,a1,2008.0,l1,Raumsektor Sillagu
Band 2469,Uwe Anton,male,a1,2008.0,l1,Raumsektor Sillagu
Band 247,H. G. Ewers,male,a1,1966.0,l1,Modul
Band 2470,Horst Hoffmann,male,a1,2008.0,l1,Terra
Band 2471,Arndt Ellmer,male,a1,2008.0,l1,Solsystem
Band 2472,Michael Marcus Thurner,male,a1,2008.0,l1,TRAICOON 0096
Band 2473,Leo Lukas,male,a1,2009.0,l1,CRULT
Band 2474,Hubert Haensel,male,a1,2009.0,l1,CRULT
Band 2475,Hubert Haensel,male,a1,2009.0,l1,CRULT
Band 2476,Horst Hoffmann,male,a1,2009.0,l1,N'jabo
Band 2477,Christian Montillon,male,a1,2009.0,l1,Ospera
Band 2477,Christian Montillon,male,a1,2009.0,l2,Fumato
Band 2478,Christian Montillon,male,a1,2009.0,l1,Rosella Rosado-System
Band 2478,Christian Montillon,male,a1,2009.0,l2,Leerraum um Ahn-Aarhoven
Band 2478,Christian Montillon,male,a1,2009.0,l3,Ahn-Aarhoven
Band 2479,Arndt Ellmer,male,a1,2009.0,l1,Informationen der Gründermutter
Band 248,Clark Darlton,male,a1,1966.0,l1,Andro-Alpha
Band 2480,Uwe Anton,male,a1,2009.0,l1,Kernwall
Band 2480,Uwe Anton,male,a1,2009.0,l2,Zentrumsregion Hangay
Band 2480,Uwe Anton,male,a1,2009.0,l3,Portivabschnitt 3h3h2
Band 2481,Wim Vandemaan,male,a1,2009.0,l1,Palkaron
Band 2481,Wim Vandemaan,male,a1,2009.0,l2,Hangay
Band 2482,Leo Lukas,male,a1,2009.0,l1,Hangay
Band 2483,Uwe Anton,male,a1,2009.0,l1,Hangay
Band 2484,Horst Hoffmann,male,a1,2009.0,l1,Hangay
Band 2485,Arndt Ellmer,male,a1,2009.0,l1,Grenzwall Hangay
Band 2486,Hubert Haensel,male,a1,2009.0,l1,Hangay
Band 2487,Christian Montillon,male,a1,2009.0,l1,Hangay
Band 2488,Michael Marcus Thurner,male,a1,2009.0,l1,Hangay
Band 2489,Michael Marcus Thurner,male,a1,2009.0,l1,Hangay
Band 249,Kurt Mahr,male,a1,1966.0,l1,Schrotschuss-System
Band 2490,Wim Vandemaan,male,a1,2009.0,l1,Hangay
Band 2491,Christian Montillon,male,a1,2009.0,l1,Hangay
Band 2492,Uwe Anton,male,a1,2009.0,l1,Serdragon
Band 2492,Uwe Anton,male,a1,2009.0,l2,Lichtstadt Paragor
Band 2492,Uwe Anton,male,a1,2009.0,l3,Hangay
Band 2493,Leo Lukas,male,a1,2009.0,l1,Hangay
Band 2494,Arndt Ellmer,male,a1,2009.0,l1,Zentrumsregion von Hangay
Band 2495,Horst Hoffmann,male,a1,2009.0,l1,Vatucym
Band 2495,Horst Hoffmann,male,a1,2009.0,l2,Vat-System
Band 2496,Hubert Haensel,male,a1,2009.0,l1,DARK GHOUL
Band 2496,Hubert Haensel,male,a1,2009.0,l2,Solsystem
Band 2496,Hubert Haensel,male,a1,2009.0,l3,Hundertsonnenwelt
Band 2497,Hubert Haensel,male,a1,2009.0,l1,BOX-9912
Band 2497,Hubert Haensel,male,a1,2009.0,l2,Hundertsonnenwelt
Band 2497,Hubert Haensel,male,a1,2009.0,l3,Monokosmium
Band 2498,Uwe Anton,male,a1,2009.0,l1,Solsystem
Band 2498,Uwe Anton,male,a1,2009.0,l2,Duale Metropole
Band 2499,Uwe Anton,male,a1,2009.0,l1,Solsystem
Band 2499,Uwe Anton,male,a1,2009.0,l2,Duale Metropole
Band 25,Kurt Mahr,male,a1,1962.0,l1,Terra
Band 250,K. H. Scheer,male,a1,1966.0,l1,Gleam
Band 250,K. H. Scheer,male,a1,1966.0,l2,Andromeda
Band 2500,Frank Borsch,male,a1,2009.0,l1,Solsystem
Band 2501,Christian Montillon,male,a1,2009.0,l1,ITHAFOR
Band 2501,Christian Montillon,male,a1,2009.0,l2,Andury-Aphanur
Band 2501,Christian Montillon,male,a1,2009.0,l3,Markanu
Band 2502,Christian Montillon,male,a1,2009.0,l1,Markanu
Band 2503,Andreas Eschbach,male,a1,2009.0,l1,Dhogar
Band 2504,Leo Lukas,male,a1,2009.0,l1,Kyon Megas
Band 2505,Michael Marcus Thurner,male,a1,2009.0,l1,PERISTERA
Band 2505,Michael Marcus Thurner,male,a1,2009.0,l2,Kyon Megas
Band 2506,Michael Marcus Thurner,male,a1,2009.0,l1,PERISTERA
Band 2507,Arndt Ellmer,male,a1,2009.0,l1,OROLOGION
Band 2508,Uwe Anton,male,a1,2009.0,l1,Stardust-System
Band 2509,Horst Hoffmann,male,a1,2009.0,l1,Stardust-System
Band 251,William Voltz,male,a1,1966.0,l1,KA-preiswert
Band 2510,Hubert Haensel,male,a1,2009.0,l1,Stardust-System
Band 2511,Hubert Haensel,male,a1,2009.0,l1,Stardust-System
Band 2512,Christian Montillon,male,a1,2009.0,l1,Terra
Band 2512,Christian Montillon,male,a1,2009.0,l2,Zorbar II
Band 2512,Christian Montillon,male,a1,2009.0,l3,Adeksion
Band 2513,Christian Montillon,male,a1,2009.0,l1,Terra
Band 2513,Christian Montillon,male,a1,2009.0,l2,Mawego
Band 2514,Arndt Ellmer,male,a1,2009.0,l1,ITHAFOR
Band 2514,Arndt Ellmer,male,a1,2009.0,l2,Aurora
Band 2515,Rainer Castor,male,a1,2009.0,l1,Aurora
Band 2515,Rainer Castor,male,a1,2009.0,l2,Kharag-Sonnendodekaeder
Band 2515,Rainer Castor,male,a1,2009.0,l3,Zhaklaan-Dreieck
Band 2515,Rainer Castor,male,a1,2009.0,l4,Andromeda
Band 2516,Leo Lukas,male,a1,2009.0,l1,Thirdal
Band 2517,Arndt Ellmer,male,a1,2009.0,l1,Multika
Band 2518,Christian Montillon,male,a1,2009.0,l1,Halpat
Band 2518,Christian Montillon,male,a1,2009.0,l2,Donure
Band 2519,Arndt Ellmer,male,a1,2009.0,l1,Holoin-Fünfeck
Band 2519,Arndt Ellmer,male,a1,2009.0,l2,Bengar
Band 2519,Arndt Ellmer,male,a1,2009.0,l3,Kraltmock-System
Band 252,William Voltz,male,a1,1966.0,l1,Ollura
Band 2520,Hubert Haensel,male,a1,2009.0,l1,P-17-25-1463
Band 2520,Hubert Haensel,male,a1,2009.0,l2,Sionis
Band 2520,Hubert Haensel,male,a1,2009.0,l3,Katarakt
Band 2520,Hubert Haensel,male,a1,2009.0,l4,Aveda
Band 2520,Hubert Haensel,male,a1,2009.0,l5,NEO-OLYMP
Band 2521,Michael Marcus Thurner,male,a1,2009.0,l1,KREUZRAD
Band 2522,Uwe Anton,male,a1,2009.0,l1,Aveda
Band 2522,Uwe Anton,male,a1,2009.0,l2,Wanderer
Band 2523,Christian Montillon,male,a1,2009.0,l1,Amethyst-Stadt
Band 2523,Christian Montillon,male,a1,2009.0,l2,Katarakt
Band 2524,Leo Lukas,male,a1,2009.0,l1,Ausgabe 429
Band 2525,Wim Vandemaan,male,a1,2010.0,l1,Andromeda
Band 2526,Michael Marcus Thurner,male,a1,2010.0,l1,Gleam
Band 2527,Arndt Ellmer,male,a1,2010.0,l1,Sicatemo-System
Band 2527,Arndt Ellmer,male,a1,2010.0,l2,Chatria
Band 2528,Christian Montillon,male,a1,2010.0,l1,LEMCHA OVIR
Band 2529,Frank Borsch,male,a1,2010.0,l1,Oxtorne
Band 253,H. G. Ewers,male,a1,1966.0,l1,Ollura
Band 253,H. G. Ewers,male,a1,1966.0,l2,Bengal
Band 2530,Frank Borsch,male,a1,2010.0,l1,UHLM
Band 2531,Marc A. Herren,male,a1,2010.0,l1,Akon-System
Band 2532,Michael Marcus Thurner,male,a1,2010.0,l1,DARASTO
Band 2533,Wim Vandemaan,male,a1,2010.0,l1,DARASTO
Band 2534,Christian Montillon,male,a1,2010.0,l1,DARASTO
Band 2535,Frank Borsch,male,a1,2010.0,l1,Andromeda
Band 2536,Arndt Ellmer,male,a1,2010.0,l1,DARASTO
Band 2536,Arndt Ellmer,male,a1,2010.0,l2,JULES VERNE
Band 2536,Arndt Ellmer,male,a1,2010.0,l3,Sicatemo-System
Band 2537,Leo Lukas,male,a1,2010.0,l1,FATICO
Band 2537,Leo Lukas,male,a1,2010.0,l2,JULES VERNE
Band 2538,Robert Feldhoff,male,a1,2010.0,l1,LEUCHTKRAFT
Band 2538,Uwe Anton,male,a2,2010.0,l1,LEUCHTKRAFT
Band 2538,Robert Feldhoff,male,a1,2010.0,l2,Kopters Horst
Band 2538,Uwe Anton,male,a2,2010.0,l2,Kopters Horst
Band 2539,Marc A. Herren,male,a1,2010.0,l1,LEUCHTKRAFT
Band 2539,Marc A. Herren,male,a1,2010.0,l2,Kopters Horst
Band 254,H. G. Ewers,male,a1,1966.0,l1,Bengal
Band 2540,Christian Montillon,male,a1,2010.0,l1,Katarakt
Band 2540,Christian Montillon,male,a1,2010.0,l2,Crest
Band 2541,Christian Montillon,male,a1,2010.0,l1,KATARAKT
Band 2541,Christian Montillon,male,a1,2010.0,l2,Crest
Band 2542,Hubert Haensel,male,a1,2010.0,l1,Katarakt
Band 2542,Hubert Haensel,male,a1,2010.0,l2,Stardust City
Band 2543,Hubert Haensel,male,a1,2010.0,l1,Stardust City
Band 2543,Hubert Haensel,male,a1,2010.0,l2,Aveda
Band 2544,Leo Lukas,male,a1,2010.0,l1,FATICO
Band 2545,Michael Marcus Thurner,male,a1,2010.0,l1,JULES VERNE
Band 2545,Michael Marcus Thurner,male,a1,2010.0,l2,MICHAEL FREYT III
Band 2546,Arndt Ellmer,male,a1,2010.0,l1,Andromeda / ITHAFOR / DARASTO
Band 2547,Marc A. Herren,male,a1,2010.0,l1,Andromeda
Band 2548,Hubert Haensel,male,a1,2010.0,l1,Andromeda
Band 2549,Hubert Haensel,male,a1,2010.0,l1,Andromeda
Band 255,Clark Darlton,male,a1,1966.0,l1,Andro-Alpha
Band 255,Clark Darlton,male,a1,1966.0,l2,Andromeda
Band 2550,Michael Marcus Thurner,male,a1,2010.0,l1,JULES VERNE
Band 2551,Michael Marcus Thurner,male,a1,2010.0,l1,JULES VERNE
Band 2551,Michael Marcus Thurner,male,a1,2010.0,l2,TALIN ANTHURESTA
Band 2552,Frank Borsch,male,a1,2010.0,l1,D'Tarka
Band 2552,Frank Borsch,male,a1,2010.0,l2,Kaskallen
Band 2553,Frank Borsch,male,a1,2010.0,l1,D'Tarka
Band 2553,Frank Borsch,male,a1,2010.0,l2,Kaskallen
Band 2554,Leo Lukas,male,a1,2010.0,l1,JULES VERNE
Band 2554,Leo Lukas,male,a1,2010.0,l2,TALIN ANTHURESTA
Band 2555,Leo Lukas,male,a1,2010.0,l1,JULES VERNE
Band 2555,Leo Lukas,male,a1,2010.0,l2,TALIN ANTHURESTA
Band 2556,Christian Montillon,male,a1,2010.0,l1,JULES VERNE
Band 2556,Christian Montillon,male,a1,2010.0,l2,TALIN ANTHURESTA
Band 2556,Christian Montillon,male,a1,2010.0,l3,MIKRU-JON
Band 2557,Arndt Ellmer,male,a1,2010.0,l1,TALIN ANTHURESTA
Band 2557,Arndt Ellmer,male,a1,2010.0,l2,MIKRU-JON
Band 2558,Marc A. Herren,male,a1,2010.0,l1,LEUCHTKRAFT
Band 2558,Marc A. Herren,male,a1,2010.0,l2,Ultramarin-Stadt
Band 2559,Marc A. Herren,male,a1,2010.0,l1,Connajent
Band 256,Clark Darlton,male,a1,1966.0,l1,Tefrod
Band 256,Clark Darlton,male,a1,1966.0,l2,Andromeda
Band 2560,Arndt Ellmer,male,a1,2010.0,l1,Stardust-System
Band 2561,Arndt Ellmer,male,a1,2010.0,l1,Stardust-System
Band 2562,Susan Schwartz,female,a1,2010.0,l1,Anthuresta
Band 2563,Susan Schwartz,female,a1,2010.0,l1,Anthuresta
Band 2564,Marc A. Herren,male,a1,2010.0,l1,Anthuresta
Band 2565,Michael Marcus Thurner,male,a1,2010.0,l1,Andromeda
Band 2565,Michael Marcus Thurner,male,a1,2010.0,l2,Diktyon
Band 2565,Michael Marcus Thurner,male,a1,2010.0,l3,Anthuresta
Band 2566,Frank Borsch,male,a1,2010.0,l1,Anthuresta
Band 2567,Marc A. Herren,male,a1,2010.0,l1,Anthuresta
Band 2568,Rainer Castor,male,a1,2010.0,l1,Anthuresta
Band 2568,Rainer Castor,male,a1,2010.0,l2,Terra
Band 2569,Michael Marcus Thurner,male,a1,2010.0,l1,Anthuresta
Band 2569,Michael Marcus Thurner,male,a1,2010.0,l2,P-17-25-1463
Band 257,William Voltz,male,a1,1966.0,l1,Zwanzigtöter
Band 257,William Voltz,male,a1,1966.0,l2,Andromeda
Band 2570,Michael Marcus Thurner,male,a1,2010.0,l1,Anthuresta
Band 2571,Wim Vandemaan,male,a1,2010.0,l1,Anthuresta
Band 2572,Arndt Ellmer,male,a1,2010.0,l1,Stardust-System
Band 2573,Wim Vandemaan,male,a1,2010.0,l1,KATARAKT
Band 2573,Wim Vandemaan,male,a1,2010.0,l2,First Found
Band 2574,Susan Schwartz,female,a1,2010.0,l1,Vat
Band 2575,Susan Schwartz,female,a1,2010.0,l1,Vat
Band 2575,Susan Schwartz,female,a1,2010.0,l2,Duerchan
Band 2575,Susan Schwartz,female,a1,2010.0,l3,Anthuresta
Band 2576,Rainer Castor,male,a1,2010.0,l1,Solsystem
Band 2576,Rainer Castor,male,a1,2010.0,l2,Talanis
Band 2577,Christian Montillon,male,a1,2011.0,l1,Far Away
Band 2577,Christian Montillon,male,a1,2011.0,l2,Talanis
Band 2578,Marc A. Herren,male,a1,2011.0,l1,Tolmar
Band 2579,Marc A. Herren,male,a1,2011.0,l1,Tolmar
Band 258,H. G. Ewers,male,a1,1966.0,l1,Atrun
Band 258,H. G. Ewers,male,a1,1966.0,l2,Runaway
Band 2580,Christian Montillon,male,a1,2011.0,l1,Talanis
